ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
280	57	3	1	1	682.5	1950	-90.304268 38.730227,-90.30434199999999 38.729760000000006,-90.304375 38.729596,-90.30442199999999 38.729407,-90.30447299999999 38.729249,-90.304553 38.72909,-90.30465099999999 38.728929,-90.304772 38.728784000000005,-90.30490599999999 38.728645,-90.30508599999999 38.728478,-90.30519799999999 38.728377,-90.305225 38.728344,-90.305236 38.728306,-90.305234 38.728279,-90.305223 38.728252000000005,-90.305184 38.728211,-90.305061 38.728148000000004,-90.30480399999999 38.728003,-90.304648 38.727913
57	280	3	1	1	682.5	1950	-90.304648 38.727913,-90.30480399999999 38.728003,-90.305061 38.728148000000004,-90.305184 38.728211,-90.305223 38.728252000000005,-90.305234 38.728279,-90.305236 38.728306,-90.305225 38.728344,-90.30519799999999 38.728377,-90.30508599999999 38.728478,-90.30490599999999 38.728645,-90.304772 38.728784000000005,-90.30465099999999 38.728929,-90.304553 38.72909,-90.30447299999999 38.729249,-90.30442199999999 38.729407,-90.304375 38.729596,-90.30434199999999 38.729760000000006,-90.304268 38.730227
297	64	10	1	1	822.5	2350	-90.300434 38.723957000000006,-90.30032399999999 38.724081000000005,-90.300207 38.724188000000005,-90.300044 38.724311,-90.299865 38.724434,-90.299668 38.724535,-90.299425 38.724644000000005,-90.299359 38.724669000000006,-90.29928199999999 38.724674,-90.29923 38.724658000000005,-90.299132 38.724587,-90.29901199999999 38.724496,-90.298924 38.724438000000006,-90.29883699999999 38.724396000000006,-90.29868099999999 38.724344,-90.298442 38.724270000000004,-90.29806599999999 38.72415,-90.297765 38.724051,-90.297508 38.723969000000004,-90.297412 38.723939,-90.297321 38.723915000000005,-90.297185 38.723901000000005,-90.29691199999999 38.723890000000004,-90.29659199999999 38.723876000000004
64	297	10	1	1	822.5	2350	-90.29659199999999 38.723876000000004,-90.29691199999999 38.723890000000004,-90.297185 38.723901000000005,-90.297321 38.723915000000005,-90.297412 38.723939,-90.297508 38.723969000000004,-90.297765 38.724051,-90.29806599999999 38.72415,-90.298442 38.724270000000004,-90.29868099999999 38.724344,-90.29883699999999 38.724396000000006,-90.298924 38.724438000000006,-90.29901199999999 38.724496,-90.299132 38.724587,-90.29923 38.724658000000005,-90.29928199999999 38.724674,-90.299359 38.724669000000006,-90.299425 38.724644000000005,-90.299668 38.724535,-90.299865 38.724434,-90.300044 38.724311,-90.300207 38.724188000000005,-90.30032399999999 38.724081000000005,-90.300434 38.723957000000006
311	68	1	1	1	157.5	450	-90.300913 38.733859,-90.300984 38.733899,-90.301053 38.733956000000006,-90.301154 38.734052000000005
68	311	1	1	1	157.5	450	-90.301154 38.734052000000005,-90.301053 38.733956000000006,-90.300984 38.733899,-90.300913 38.733859
271	69	1	1	1	122.5	350	-90.299847 38.734964000000005,-90.300052 38.735069
69	271	1	1	1	122.5	350	-90.300052 38.735069,-90.299847 38.734964000000005
312	69	1	1	1	350.0	1000	-90.298884 38.733658000000005,-90.298693 38.733859,-90.298592 38.733972,-90.298586 38.734016000000004,-90.298592 38.734048,-90.298622 38.734082,-90.29912499999999 38.734441000000004,-90.299691 38.734863000000004,-90.299847 38.734964000000005
69	312	1	1	1	350.0	1000	-90.299847 38.734964000000005,-90.299691 38.734863000000004,-90.29912499999999 38.734441000000004,-90.298622 38.734082,-90.298592 38.734048,-90.298586 38.734016000000004,-90.298592 38.733972,-90.298693 38.733859,-90.298884 38.733658000000005
300	72	6	1	1	1347.5	3850	-90.305229 38.734930000000006,-90.304841 38.735037000000005,-90.30468499999999 38.735067,-90.304611 38.73508,-90.30435899999999 38.735082000000006,-90.30384 38.735075,-90.30356599999999 38.735075,-90.30346 38.735069,-90.303345 38.735042,-90.30317799999999 38.734963,-90.30278399999999 38.734725000000005,-90.302601 38.734605,-90.302527 38.734575,-90.302483 38.734572,-90.30243999999999 38.734572,-90.30239599999999 38.734583,-90.302352 38.734599,-90.302008 38.734903,-90.301644 38.735222,-90.30116299999999 38.735640000000004,-90.30113499999999 38.735679000000005,-90.301127 38.735728,-90.30113499999999 38.735802,-90.30115199999999 38.735843,-90.30119599999999 38.735886,-90.301245 38.735916,-90.30131 38.735933,-90.30149399999999 38.735933,-90.301975 38.735892,-90.30241 38.735892,-90.303039 38.7359,-90.304091 38.735916,-90.30486499999999 38.735925,-90.30520899999999 38.735929000000006
72	300	6	1	1	1347.5	3850	-90.30520899999999 38.735929000000006,-90.30486499999999 38.735925,-90.304091 38.735916,-90.303039 38.7359,-90.30241 38.735892,-90.301975 38.735892,-90.30149399999999 38.735933,-90.30131 38.735933,-90.301245 38.735916,-90.30119599999999 38.735886,-90.30115199999999 38.735843,-90.30113499999999 38.735802,-90.301127 38.735728,-90.30113499999999 38.735679000000005,-90.30116299999999 38.735640000000004,-90.301644 38.735222,-90.302008 38.734903,-90.302352 38.734599,-90.30239599999999 38.734583,-90.30243999999999 38.734572,-90.302483 38.734572,-90.302527 38.734575,-90.302601 38.734605,-90.30278399999999 38.734725000000005,-90.30317799999999 38.734963,-90.303345 38.735042,-90.30346 38.735069,-90.30356599999999 38.735075,-90.30384 38.735075,-90.30435899999999 38.735082000000006,-90.304611 38.73508,-90.30468499999999 38.735067,-90.304841 38.735037000000005,-90.305229 38.734930000000006
317	73	6	1	1	245.0	700	-90.306884 38.731924,-90.30666 38.731822,-90.30623399999999 38.73163,-90.306061 38.731554,-90.30601999999999 38.73154,-90.30595199999999 38.731527,-90.305911 38.731518,-90.305886 38.731518,-90.30586199999999 38.731524,-90.305813 38.731543,-90.305662 38.731663000000005,-90.30527699999999 38.732013,-90.305134 38.732144000000005,-90.30510199999999 38.732186000000006,-90.305093 38.732218,-90.305104 38.732273000000006,-90.305132 38.732306
73	317	6	1	1	245.0	700	-90.305132 38.732306,-90.305104 38.732273000000006,-90.305093 38.732218,-90.30510199999999 38.732186000000006,-90.305134 38.732144000000005,-90.30527699999999 38.732013,-90.305662 38.731663000000005,-90.305813 38.731543,-90.30586199999999 38.731524,-90.305886 38.731518,-90.305911 38.731518,-90.30595199999999 38.731527,-90.30601999999999 38.73154,-90.306061 38.731554,-90.30623399999999 38.73163,-90.30666 38.731822,-90.306884 38.731924
458	77	9	1	1	752.5	2150	-90.290426 38.722089000000004,-90.290494 38.722126,-90.290905 38.722337,-90.291123 38.722432000000005,-90.29126 38.722471000000006,-90.29136399999999 38.722487,-90.291446 38.722487,-90.29156099999999 38.722482,-90.291867 38.722452000000004,-90.29224699999999 38.722411,-90.29252899999999 38.722381000000006,-90.29274799999999 38.722357,-90.29293299999999 38.722334000000004,-90.293185 38.722299,-90.29342799999999 38.722271000000006,-90.293595 38.722254,-90.293689 38.722251
77	458	9	1	1	752.5	2150	-90.293689 38.722251,-90.293595 38.722254,-90.29342799999999 38.722271000000006,-90.293185 38.722299,-90.29293299999999 38.722334000000004,-90.29274799999999 38.722357,-90.29252899999999 38.722381000000006,-90.29224699999999 38.722411,-90.291867 38.722452000000004,-90.29156099999999 38.722482,-90.291446 38.722487,-90.29136399999999 38.722487,-90.29126 38.722471000000006,-90.291123 38.722432000000005,-90.290905 38.722337,-90.290494 38.722126,-90.290426 38.722089000000004
196	129	4	1	1	52.5	150	-90.305061 38.726214000000006,-90.305128 38.726294,-90.305191 38.726382,-90.30530999999999 38.726548
129	196	4	1	1	52.5	150	-90.30530999999999 38.726548,-90.305191 38.726382,-90.305128 38.726294,-90.305061 38.726214000000006
867	130	4	1	1	35.0	100	-90.306585 38.725142000000005,-90.30642499999999 38.725286000000004
130	867	4	1	1	35.0	100	-90.30642499999999 38.725286000000004,-90.306585 38.725142000000005
435	155	7	1	1	192.5	550	-90.30656099999999 38.724221,-90.306507 38.724340000000005,-90.306477 38.724392,-90.306316 38.72466
155	435	7	1	1	192.5	550	-90.306316 38.72466,-90.306477 38.724392,-90.306507 38.724340000000005,-90.30656099999999 38.724221
267	173	6	1	1	87.5	250	-90.306829 38.728544,-90.30675699999999 38.728479,-90.306702 38.728419,-90.30660599999999 38.728294000000005,-90.30641299999999 38.728053
173	267	6	1	1	87.5	250	-90.30641299999999 38.728053,-90.30660599999999 38.728294000000005,-90.306702 38.728419,-90.30675699999999 38.728479,-90.306829 38.728544
230	184	7	1	1	17.5	50	-90.28701099999999 38.723884000000005,-90.28715899999999 38.723748,-90.2875 38.723445000000005,-90.287852 38.723119000000004,-90.288095 38.722892
184	230	7	1	1	17.5	50	-90.288095 38.722892,-90.287852 38.723119000000004,-90.2875 38.723445000000005,-90.28715899999999 38.723748,-90.28701099999999 38.723884000000005
291	191	7	1	1	17.5	50	-90.29855099999999 38.719784000000004,-90.298176 38.719500000000004,-90.297793 38.719206,-90.29769599999999 38.719136000000006
191	291	7	1	1	17.5	50	-90.29769599999999 38.719136000000006,-90.297793 38.719206,-90.298176 38.719500000000004,-90.29855099999999 38.719784000000004
337	197	10	1	1	472.5	1350	-90.30546 38.724037,-90.30524799999999 38.724262,-90.30474299999999 38.724729,-90.30417999999999 38.725272000000004,-90.304054 38.725408,-90.30392499999999 38.72556
197	337	10	1	1	472.5	1350	-90.30392499999999 38.72556,-90.304054 38.725408,-90.30417999999999 38.725272000000004,-90.30474299999999 38.724729,-90.30524799999999 38.724262,-90.30546 38.724037
237	202	0	1	1	245.0	700	-90.310002 38.734549,-90.30989 38.734087,-90.309854 38.733989,-90.309827 38.733945000000006,-90.30977 38.733883000000006,-90.309625 38.733765000000005,-90.309491 38.733675000000005
202	237	0	1	1	245.0	700	-90.309491 38.733675000000005,-90.309625 38.733765000000005,-90.30977 38.733883000000006,-90.309827 38.733945000000006,-90.309854 38.733989,-90.30989 38.734087,-90.310002 38.734549
229	205	9	1	1	402.5	1150	-90.288849 38.723310000000005,-90.288631 38.723406000000004,-90.288574 38.723445000000005,-90.28853199999999 38.723475,-90.288426 38.723576,-90.288249 38.723738000000004,-90.28811999999999 38.723863,-90.288055 38.72393,-90.28802999999999 38.723966000000004,-90.28799 38.724039000000005,-90.28795199999999 38.724148,-90.28792299999999 38.724233000000005
205	229	9	1	1	402.5	1150	-90.28792299999999 38.724233000000005,-90.28795199999999 38.724148,-90.28799 38.724039000000005,-90.28802999999999 38.723966000000004,-90.288055 38.72393,-90.28811999999999 38.723863,-90.288249 38.723738000000004,-90.288426 38.723576,-90.28853199999999 38.723475,-90.288574 38.723445000000005,-90.288631 38.723406000000004,-90.288849 38.723310000000005
229	207	9	1	1	315.0	900	-90.28988 38.724144,-90.28961799999999 38.724137000000006,-90.289358 38.724129000000005,-90.28920699999999 38.724140000000006,-90.289082 38.724159,-90.288885 38.724219000000005,-90.288732 38.724265,-90.288609 38.724301000000004,-90.28852099999999 38.724312000000005,-90.288354 38.724314,-90.288218 38.724301000000004,-90.28792299999999 38.724233000000005
207	229	9	1	1	315.0	900	-90.28792299999999 38.724233000000005,-90.288218 38.724301000000004,-90.288354 38.724314,-90.28852099999999 38.724312000000005,-90.288609 38.724301000000004,-90.288732 38.724265,-90.288885 38.724219000000005,-90.289082 38.724159,-90.28920699999999 38.724140000000006,-90.289358 38.724129000000005,-90.28961799999999 38.724137000000006,-90.28988 38.724144
298	215	8	1	1	87.5	250	-90.28929799999999 38.72641,-90.28940899999999 38.726475,-90.28953999999999 38.726568,-90.28958899999999 38.726609,-90.289666 38.726672,-90.28977499999999 38.726779,-90.28985399999999 38.72688,-90.28987099999999 38.726907000000004
215	298	8	1	1	87.5	250	-90.28987099999999 38.726907000000004,-90.28985399999999 38.72688,-90.28977499999999 38.726779,-90.289666 38.726672,-90.28958899999999 38.726609,-90.28953999999999 38.726568,-90.28940899999999 38.726475,-90.28929799999999 38.72641
225	217	0	1	1	560.0	1600	-90.310503 38.733154000000006,-90.310503 38.733144,-90.31052899999999 38.733101000000005,-90.31069699999999 38.732945,-90.31093299999999 38.732726,-90.311042 38.732617000000005,-90.31107999999999 38.732576,-90.31110799999999 38.732562,-90.31114099999999 38.732554,-90.31116999999999 38.732554,-90.31120299999999 38.732554,-90.31126599999999 38.73257,-90.31132099999999 38.732606000000004,-90.311583 38.732893000000004,-90.311764 38.733076000000004,-90.31188399999999 38.733196,-90.311972 38.733275000000006,-90.31206499999999 38.733341,-90.31248799999999 38.733576,-90.312585 38.733628
217	225	0	1	1	560.0	1600	-90.312585 38.733628,-90.31248799999999 38.733576,-90.31206499999999 38.733341,-90.311972 38.733275000000006,-90.31188399999999 38.733196,-90.311764 38.733076000000004,-90.311583 38.732893000000004,-90.31132099999999 38.732606000000004,-90.31126599999999 38.73257,-90.31120299999999 38.732554,-90.31116999999999 38.732554,-90.31114099999999 38.732554,-90.31110799999999 38.732562,-90.31107999999999 38.732576,-90.311042 38.732617000000005,-90.31093299999999 38.732726,-90.31069699999999 38.732945,-90.31052899999999 38.733101000000005,-90.310503 38.733144,-90.310503 38.733154000000006
292	227	10	1	1	262.5	750	-90.29544 38.725977,-90.295272 38.726145,-90.294533 38.726825000000005,-90.294288 38.727046
227	292	10	1	1	262.5	750	-90.294288 38.727046,-90.294533 38.726825000000005,-90.295272 38.726145,-90.29544 38.725977
306	237	2	1	1	1260.0	3600	-90.310002 38.734549,-90.310125 38.735052,-90.310232 38.735564000000004,-90.310248 38.735637000000004,-90.310248 38.735689,-90.31024 38.735713000000004,-90.310221 38.735737,-90.31013899999999 38.735776,-90.30956499999999 38.735999,-90.308285 38.736496,-90.307527 38.736792,-90.30729 38.736889000000005,-90.30720699999999 38.736931000000006,-90.30712 38.736986,-90.30709499999999 38.737006
237	306	2	1	1	1260.0	3600	-90.30709499999999 38.737006,-90.30712 38.736986,-90.30720699999999 38.736931000000006,-90.30729 38.736889000000005,-90.307527 38.736792,-90.308285 38.736496,-90.30956499999999 38.735999,-90.31013899999999 38.735776,-90.310221 38.735737,-90.31024 38.735713000000004,-90.310248 38.735689,-90.310248 38.735637000000004,-90.310232 38.735564000000004,-90.310125 38.735052,-90.310002 38.734549
277	238	1	1	1	87.5	250	-90.298121 38.730929,-90.297944 38.730876,-90.297309 38.73068,-90.297141 38.730629
238	277	1	1	1	87.5	250	-90.297141 38.730629,-90.297309 38.73068,-90.297944 38.730876,-90.298121 38.730929
243	242	2	1	1	35.0	100	-90.305939 38.737327,-90.30613299999999 38.737482,-90.30636 38.737651
242	243	2	1	1	35.0	100	-90.30636 38.737651,-90.30613299999999 38.737482,-90.305939 38.737327
306	243	2	1	1	140.0	400	-90.30709499999999 38.737006,-90.306964 38.737109000000004,-90.306587 38.737443000000006,-90.30636 38.737651
243	306	2	1	1	140.0	400	-90.30636 38.737651,-90.306587 38.737443000000006,-90.306964 38.737109000000004,-90.30709499999999 38.737006
528	254	3	1	1	52.5	150	-90.303218 38.729621,-90.303089 38.730056000000005
254	528	3	1	1	52.5	150	-90.303089 38.730056000000005,-90.303218 38.729621
269	267	3	1	1	175.0	500	-90.305864 38.727313,-90.306006 38.727513,-90.30636899999999 38.727996000000005,-90.30641299999999 38.728053
267	269	3	1	1	175.0	500	-90.30641299999999 38.728053,-90.30636899999999 38.727996000000005,-90.306006 38.727513,-90.305864 38.727313
270	269	3	1	1	35.0	100	-90.305619 38.726968,-90.30564799999999 38.727007,-90.305864 38.727313
269	270	3	1	1	35.0	100	-90.305864 38.727313,-90.30564799999999 38.727007,-90.305619 38.726968
668	270	3	1	1	35.0	100	-90.305619 38.726968,-90.30538999999999 38.726658
270	668	3	1	1	35.0	100	-90.30538999999999 38.726658,-90.305619 38.726968
277	276	1	1	1	122.5	350	-90.29603399999999 38.730381,-90.29605699999999 38.730387,-90.296224 38.730417,-90.29642299999999 38.730445,-90.296601 38.730472000000006,-90.296746 38.73051,-90.297141 38.730629
276	277	1	1	1	122.5	350	-90.297141 38.730629,-90.296746 38.73051,-90.296601 38.730472000000006,-90.29642299999999 38.730445,-90.296224 38.730417,-90.29605699999999 38.730387,-90.29603399999999 38.730381
327	278	8	1	1	140.0	400	-90.29061899999999 38.727793000000005,-90.29069399999999 38.727839,-90.290779 38.727885,-90.290904 38.727940000000004,-90.291074 38.728003,-90.291383 38.728094000000006,-90.29164999999999 38.728167000000006
278	327	8	1	1	140.0	400	-90.29164999999999 38.728167000000006,-90.291383 38.728094000000006,-90.291074 38.728003,-90.290904 38.727940000000004,-90.290779 38.727885,-90.29069399999999 38.727839,-90.29061899999999 38.727793000000005
714	286	3	1	1	140.0	400	-90.30304899999999 38.730191000000005,-90.302882 38.730768000000005,-90.302838 38.730906000000004
286	714	3	1	1	140.0	400	-90.302838 38.730906000000004,-90.302882 38.730768000000005,-90.30304899999999 38.730191000000005
293	292	10	1	1	437.5	1250	-90.296438 38.727718,-90.296442 38.727711,-90.29644499999999 38.727689000000005,-90.296449 38.727659,-90.29644499999999 38.727637,-90.296442 38.727612,-90.29642799999999 38.727594,-90.29598299999999 38.727233000000005,-90.29584899999999 38.727133,-90.295772 38.727113,-90.295745 38.727113,-90.295693 38.727117,-90.295665 38.727126000000005,-90.295632 38.727140000000006,-90.29558999999999 38.727173,-90.295436 38.727282,-90.29523599999999 38.727405000000005,-90.295182 38.727423,-90.29516 38.727432,-90.295143 38.727439000000004,-90.295099 38.727435,-90.295026 38.727413000000006,-90.294738 38.727266,-90.294288 38.727046
292	293	10	1	1	437.5	1250	-90.294288 38.727046,-90.294738 38.727266,-90.295026 38.727413000000006,-90.295099 38.727435,-90.295143 38.727439000000004,-90.29516 38.727432,-90.295182 38.727423,-90.29523599999999 38.727405000000005,-90.295436 38.727282,-90.29558999999999 38.727173,-90.295632 38.727140000000006,-90.295665 38.727126000000005,-90.295693 38.727117,-90.295745 38.727113,-90.295772 38.727113,-90.29584899999999 38.727133,-90.29598299999999 38.727233000000005,-90.29642799999999 38.727594,-90.296442 38.727612,-90.29644499999999 38.727637,-90.296449 38.727659,-90.29644499999999 38.727689000000005,-90.296442 38.727711,-90.296438 38.727718
322	292	10	1	1	140.0	400	-90.29358099999999 38.727691,-90.29367699999999 38.7276,-90.294202 38.727122,-90.294288 38.727046
292	322	10	1	1	140.0	400	-90.294288 38.727046,-90.294202 38.727122,-90.29367699999999 38.7276,-90.29358099999999 38.727691
327	298	8	1	1	192.5	550	-90.28987099999999 38.726907000000004,-90.289915 38.726975,-90.28996799999999 38.727085,-90.29005099999999 38.727243,-90.29011999999999 38.72735,-90.29023699999999 38.727494,-90.29035999999999 38.727609,-90.290538 38.727743000000004,-90.29061899999999 38.727793000000005
298	327	8	1	1	192.5	550	-90.29061899999999 38.727793000000005,-90.290538 38.727743000000004,-90.29035999999999 38.727609,-90.29023699999999 38.727494,-90.29011999999999 38.72735,-90.29005099999999 38.727243,-90.28996799999999 38.727085,-90.289915 38.726975,-90.28987099999999 38.726907000000004
300	299	6	1	1	140.0	400	-90.305229 38.734930000000006,-90.305162 38.734785,-90.304868 38.73416
299	300	6	1	1	140.0	400	-90.304868 38.73416,-90.305162 38.734785,-90.305229 38.734930000000006
315	314	9	1	1	910.0	2600	-90.294348 38.721469000000006,-90.29420499999999 38.721441000000006,-90.29409299999999 38.721419000000004,-90.29401399999999 38.721408000000004,-90.293858 38.721416000000005,-90.293585 38.721444000000005,-90.29331099999999 38.721482,-90.29311299999999 38.721504,-90.292688 38.721545000000006,-90.29235999999999 38.721586,-90.29215699999999 38.721607000000006,-90.292018 38.721627000000005,-90.291862 38.72164,-90.291788 38.721635000000006,-90.291646 38.721597,-90.29140799999999 38.721526000000004,-90.291102 38.721424000000006,-90.29095099999999 38.721375,-90.29088899999999 38.721359,-90.29086099999999 38.721356,-90.29083399999999 38.721359,-90.290774 38.721389,-90.29064 38.721517000000006,-90.290369 38.721777,-90.290178 38.721955
314	315	9	1	1	910.0	2600	-90.290178 38.721955,-90.290369 38.721777,-90.29064 38.721517000000006,-90.290774 38.721389,-90.29083399999999 38.721359,-90.29086099999999 38.721356,-90.29088899999999 38.721359,-90.29095099999999 38.721375,-90.291102 38.721424000000006,-90.29140799999999 38.721526000000004,-90.291646 38.721597,-90.291788 38.721635000000006,-90.291862 38.72164,-90.292018 38.721627000000005,-90.29215699999999 38.721607000000006,-90.29235999999999 38.721586,-90.292688 38.721545000000006,-90.29311299999999 38.721504,-90.29331099999999 38.721482,-90.293585 38.721444000000005,-90.293858 38.721416000000005,-90.29401399999999 38.721408000000004,-90.29409299999999 38.721419000000004,-90.29420499999999 38.721441000000006,-90.294348 38.721469000000006
514	325	5	1	1	17.5	50	-90.294714 38.718494,-90.295341 38.718494,-90.295569 38.718495000000004
325	514	5	1	1	17.5	50	-90.295569 38.718495000000004,-90.295341 38.718494,-90.294714 38.718494
548	325	5	1	1	17.5	50	-90.294714 38.718494,-90.294283 38.718494,-90.29418799999999 38.718494
325	548	5	1	1	17.5	50	-90.29418799999999 38.718494,-90.294283 38.718494,-90.294714 38.718494
436	330	7	1	1	87.5	250	-90.287843 38.722678,-90.288179 38.722394
330	436	7	1	1	87.5	250	-90.288179 38.722394,-90.287843 38.722678
829	331	7	1	1	227.5	650	-90.30349799999999 38.720455,-90.303698 38.720553
331	829	7	1	1	227.5	650	-90.303698 38.720553,-90.30349799999999 38.720455
387	334	7	1	1	87.5	250	-90.294874 38.715499,-90.294657 38.715456,-90.294491 38.715421000000006,-90.294294 38.7154,-90.29411499999999 38.715391000000004,-90.293883 38.715408000000004,-90.293668 38.715438000000006,-90.293453 38.71549,-90.29322099999999 38.715577,-90.293036 38.715663000000006,-90.292875 38.715767,-90.29270899999999 38.715909
334	387	7	1	1	87.5	250	-90.29270899999999 38.715909,-90.292875 38.715767,-90.293036 38.715663000000006,-90.29322099999999 38.715577,-90.293453 38.71549,-90.293668 38.715438000000006,-90.293883 38.715408000000004,-90.29411499999999 38.715391000000004,-90.294294 38.7154,-90.294491 38.715421000000006,-90.294657 38.715456,-90.294874 38.715499
341	335	2	1	1	52.5	150	-90.32135199999999 38.728036,-90.32103 38.727430000000005,-90.320813 38.727128,-90.32048599999999 38.726728,-90.32037299999999 38.726617000000005,-90.32021499999999 38.726537
335	341	2	1	1	52.5	150	-90.32021499999999 38.726537,-90.32037299999999 38.726617000000005,-90.32048599999999 38.726728,-90.320813 38.727128,-90.32103 38.727430000000005,-90.32135199999999 38.728036
347	337	10	1	1	35.0	100	-90.30546 38.724037,-90.30479199999999 38.723663
337	347	10	1	1	35.0	100	-90.30479199999999 38.723663,-90.30546 38.724037
853	339	2	1	1	70.0	200	-90.310609 38.738841,-90.310812 38.738683,-90.311037 38.738507000000006
339	853	2	1	1	70.0	200	-90.311037 38.738507000000006,-90.310812 38.738683,-90.310609 38.738841
664	340	7	1	1	17.5	50	-90.28714599999999 38.719101,-90.286941 38.718983
340	664	7	1	1	17.5	50	-90.286941 38.718983,-90.28714599999999 38.719101
513	341	2	1	1	35.0	100	-90.318922 38.725639,-90.319791 38.726191,-90.32021499999999 38.726537
