ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
519	645	8	1	1	682.5	1950	-90.32615 38.748360000000005,-90.32559699999999 38.747923,-90.32552199999999 38.747872,-90.32548999999999 38.747843,-90.325471 38.747816,-90.325463 38.747784,-90.32547 38.747751,-90.325496 38.747715,-90.32556799999999 38.747645000000006,-90.32589899999999 38.747375000000005
684	519	8	1	1	385.0	1100	-90.32589899999999 38.747375000000005,-90.32640099999999 38.747727000000005,-90.32668899999999 38.747987
519	684	8	1	1	385.0	1100	-90.32668899999999 38.747987,-90.32640099999999 38.747727000000005,-90.32589899999999 38.747375000000005
622	520	5	1	1	35.0	100	-90.313986 38.74597,-90.313519 38.745557000000005,-90.313479 38.745512000000005,-90.31347699999999 38.745488,-90.313498 38.745456000000004,-90.313583 38.745383000000004,-90.31362 38.745376,-90.31365799999999 38.745381,-90.31373699999999 38.745421
520	622	5	1	1	35.0	100	-90.31373699999999 38.745421,-90.31365799999999 38.745381,-90.31362 38.745376,-90.313583 38.745383000000004,-90.313498 38.745456000000004,-90.31347699999999 38.745488,-90.313479 38.745512000000005,-90.313519 38.745557000000005,-90.313986 38.74597
721	523	11	1	1	17.5	50	-90.33371299999999 38.76008,-90.33355399999999 38.760205000000006
523	721	11	1	1	17.5	50	-90.33355399999999 38.760205000000006,-90.33371299999999 38.76008
678	524	5	1	1	140.0	400	-90.31457599999999 38.745456000000004,-90.31436699999999 38.74542
524	678	5	1	1	140.0	400	-90.31436699999999 38.74542,-90.31457599999999 38.745456000000004
551	525	11	1	1	140.0	400	-90.33733199999999 38.759313000000006,-90.337312 38.759074000000005,-90.337294 38.758993000000004,-90.33726499999999 38.758916000000006,-90.33721299999999 38.758807000000004,-90.33717899999999 38.758744,-90.33711 38.758653,-90.33704999999999 38.758576000000005
525	551	11	1	1	140.0	400	-90.33704999999999 38.758576000000005,-90.33711 38.758653,-90.33717899999999 38.758744,-90.33721299999999 38.758807000000004,-90.33726499999999 38.758916000000006,-90.337294 38.758993000000004,-90.337312 38.759074000000005,-90.33733199999999 38.759313000000006
615	526	11	1	1	122.5	350	-90.34147499999999 38.757522,-90.34170499999999 38.757319,-90.341775 38.757296000000004,-90.34182899999999 38.757296000000004,-90.342258 38.757413,-90.342322 38.757428000000004,-90.34254899999999 38.757414000000004
526	615	11	1	1	122.5	350	-90.34254899999999 38.757414000000004,-90.342322 38.757428000000004,-90.342258 38.757413,-90.34182899999999 38.757296000000004,-90.341775 38.757296000000004,-90.34170499999999 38.757319,-90.34147499999999 38.757522
694	527	0	1	1	17.5	50	-90.332487 38.734992000000005,-90.332528 38.734950000000005,-90.33253599999999 38.734933000000005,-90.33253599999999 38.734918,-90.332521 38.734899000000006,-90.332428 38.734825,-90.33220899999999 38.734647
527	694	0	1	1	17.5	50	-90.33220899999999 38.734647,-90.332428 38.734825,-90.332521 38.734899000000006,-90.33253599999999 38.734918,-90.33253599999999 38.734933000000005,-90.332528 38.734950000000005,-90.332487 38.734992000000005
558	528	0	1	1	17.5	50	-90.32929 38.737651,-90.32914299999999 38.737785
528	558	0	1	1	17.5	50	-90.32914299999999 38.737785,-90.32929 38.737651
531	530	0	1	1	70.0	200	-90.327306 38.738543,-90.32722199999999 38.7385,-90.327163 38.738436,-90.327165 38.738384,-90.327782 38.737847,-90.327823 38.737797,-90.32780899999999 38.737713
530	531	0	1	1	70.0	200	-90.32780899999999 38.737713,-90.327823 38.737797,-90.327782 38.737847,-90.327165 38.738384,-90.327163 38.738436,-90.32722199999999 38.7385,-90.327306 38.738543
686	534	10	1	1	105.0	300	-90.33253599999999 38.755738,-90.333095 38.756107
534	686	10	1	1	105.0	300	-90.333095 38.756107,-90.33253599999999 38.755738
701	535	11	1	1	227.5	650	-90.33676399999999 38.75929,-90.33655999999999 38.758778
535	701	11	1	1	227.5	650	-90.33655999999999 38.758778,-90.33676399999999 38.75929
557	539	5	1	1	52.5	150	-90.315124 38.745777000000004,-90.315196 38.745625000000004
539	557	5	1	1	52.5	150	-90.315196 38.745625000000004,-90.315124 38.745777000000004
656	539	5	1	1	17.5	50	-90.31444499999999 38.745575,-90.315124 38.745777000000004
539	656	5	1	1	17.5	50	-90.315124 38.745777000000004,-90.31444499999999 38.745575
622	550	5	1	1	17.5	50	-90.31373699999999 38.745421,-90.313913 38.745265
550	622	5	1	1	17.5	50	-90.313913 38.745265,-90.31373699999999 38.745421
731	554	11	1	1	17.5	50	-90.3347 38.759688000000004,-90.33477599999999 38.759658,-90.334795 38.759647,-90.33480899999999 38.759632,-90.33481499999999 38.759615000000004,-90.33480899999999 38.759589000000005,-90.33463499999999 38.759333000000005,-90.33458999999999 38.759282000000006,-90.334435 38.759176000000004
554	731	11	1	1	17.5	50	-90.334435 38.759176000000004,-90.33458999999999 38.759282000000006,-90.33463499999999 38.759333000000005,-90.33480899999999 38.759589000000005,-90.33481499999999 38.759615000000004,-90.33480899999999 38.759632,-90.334795 38.759647,-90.33477599999999 38.759658,-90.3347 38.759688000000004
675	555	0	1	1	17.5	50	-90.32749 38.738635,-90.32750499999999 38.73861,-90.32771699999999 38.738408,-90.328229 38.737958000000006
555	675	0	1	1	17.5	50	-90.328229 38.737958000000006,-90.32771699999999 38.738408,-90.32750499999999 38.73861,-90.32749 38.738635
595	556	0	1	1	175.0	500	-90.33321799999999 38.735555000000005,-90.333095 38.735684000000006
556	595	0	1	1	175.0	500	-90.333095 38.735684000000006,-90.33321799999999 38.735555000000005
678	557	5	1	1	35.0	100	-90.31457599999999 38.745456000000004,-90.315196 38.745625000000004
557	678	5	1	1	35.0	100	-90.315196 38.745625000000004,-90.31457599999999 38.745456000000004
585	563	11	1	1	17.5	50	-90.332697 38.7601,-90.333186 38.759726
563	585	11	1	1	17.5	50	-90.333186 38.759726,-90.332697 38.7601
634	564	0	1	1	157.5	450	-90.33232899999999 38.736411000000004,-90.33217699999999 38.736551000000006
564	634	0	1	1	157.5	450	-90.33217699999999 38.736551000000006,-90.33232899999999 38.736411000000004
626	567	0	1	1	17.5	50	-90.334087 38.734104,-90.333822 38.733926000000004,-90.33352699999999 38.733718,-90.33336299999999 38.733575
567	626	0	1	1	17.5	50	-90.33336299999999 38.733575,-90.33352699999999 38.733718,-90.333822 38.733926000000004,-90.334087 38.734104
643	569	5	1	1	17.5	50	-90.314291 38.746071,-90.314775 38.746115,-90.314966 38.746108
569	643	5	1	1	17.5	50	-90.314966 38.746108,-90.314775 38.746115,-90.314291 38.746071
605	570	11	1	1	52.5	150	-90.333861 38.759965,-90.33407 38.759903,-90.334156 38.759918000000006,-90.33423099999999 38.759957,-90.334543 38.760206000000004
570	605	11	1	1	52.5	150	-90.334543 38.760206000000004,-90.33423099999999 38.759957,-90.334156 38.759918000000006,-90.33407 38.759903,-90.333861 38.759965
602	571	0	1	1	35.0	100	-90.330585 38.736243,-90.330801 38.736048000000004,-90.331206 38.735663,-90.331271 38.735637000000004,-90.331346 38.735632,-90.33143199999999 38.735649,-90.331746 38.735848000000004
571	602	0	1	1	35.0	100	-90.331746 38.735848000000004,-90.33143199999999 38.735649,-90.331346 38.735632,-90.331271 38.735637000000004,-90.331206 38.735663,-90.330801 38.736048000000004,-90.330585 38.736243
752	571	0	1	1	35.0	100	-90.330585 38.736243,-90.329865 38.736892000000005,-90.329476 38.737216000000004
571	752	0	1	1	35.0	100	-90.329476 38.737216000000004,-90.329865 38.736892000000005,-90.330585 38.736243
