ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
81	305	4	1	1	105.0	300	-90.315035 38.750153000000005,-90.315046 38.750135,-90.315052 38.750109,-90.315041 38.750068000000006,-90.315022 38.750016,-90.314894 38.74974
462	105	2	1	1	87.5	250	-90.291507 38.765249000000004,-90.29145799999999 38.765343,-90.291438 38.7654,-90.291444 38.765447,-90.291471 38.765489,-90.29224099999999 38.766046,-90.292367 38.766151,-90.29243299999999 38.766238,-90.29255099999999 38.766504000000005,-90.29262999999999 38.766755,-90.29264699999999 38.766865,-90.292673 38.767263,-90.292656 38.767331000000006,-90.292614 38.767373000000006,-90.292537 38.7674,-90.29239899999999 38.767425,-90.29229799999999 38.767428
105	462	2	1	1	87.5	250	-90.29229799999999 38.767428,-90.29239899999999 38.767425,-90.292537 38.7674,-90.292614 38.767373000000006,-90.292656 38.767331000000006,-90.292673 38.767263,-90.29264699999999 38.766865,-90.29262999999999 38.766755,-90.29255099999999 38.766504000000005,-90.29243299999999 38.766238,-90.292367 38.766151,-90.29224099999999 38.766046,-90.291471 38.765489,-90.291444 38.765447,-90.291438 38.7654,-90.29145799999999 38.765343,-90.291507 38.765249000000004
426	131	2	1	1	17.5	50	-90.286436 38.761615000000006,-90.286706 38.761804000000005
131	426	2	1	1	17.5	50	-90.286706 38.761804000000005,-90.286436 38.761615000000006
265	203	2	1	1	157.5	450	-90.29327099999999 38.76178,-90.293262 38.761743,-90.29324899999999 38.761628,-90.293257 38.761453,-90.293281 38.761358,-90.293331 38.761221000000006,-90.293363 38.761153,-90.293415 38.761068
203	265	2	1	1	157.5	450	-90.293415 38.761068,-90.293363 38.761153,-90.293331 38.761221000000006,-90.293281 38.761358,-90.293257 38.761453,-90.29324899999999 38.761628,-90.293262 38.761743,-90.29327099999999 38.76178
266	206	3	1	1	192.5	550	-90.29959 38.755880000000005,-90.299245 38.755728000000005,-90.299037 38.755637,-90.29893299999999 38.755598000000006,-90.29883199999999 38.75558,-90.29874199999999 38.755569,-90.29866799999999 38.75558,-90.29859099999999 38.755616,-90.298375 38.755747,-90.29814499999999 38.755892,-90.29802199999999 38.755982,-90.29788599999999 38.756097000000004,-90.297664 38.756293,-90.297429 38.756488000000004
206	266	3	1	1	192.5	550	-90.297429 38.756488000000004,-90.297664 38.756293,-90.29788599999999 38.756097000000004,-90.29802199999999 38.755982,-90.29814499999999 38.755892,-90.298375 38.755747,-90.29859099999999 38.755616,-90.29866799999999 38.75558,-90.29874199999999 38.755569,-90.29883199999999 38.75558,-90.29893299999999 38.755598000000006,-90.299037 38.755637,-90.299245 38.755728000000005,-90.29959 38.755880000000005
228	208	1	1	1	17.5	50	-90.301711 38.761186,-90.301704 38.761172,-90.30167399999999 38.761076,-90.30165799999999 38.760985000000005,-90.301648 38.760905
208	228	1	1	1	17.5	50	-90.301648 38.760905,-90.30165799999999 38.760985000000005,-90.30167399999999 38.761076,-90.301704 38.761172,-90.301711 38.761186
341	215	0	1	1	17.5	50	-90.30817599999999 38.751491,-90.30819 38.751443
215	341	0	1	1	17.5	50	-90.30819 38.751443,-90.30817599999999 38.751491
221	220	0	1	1	17.5	50	-90.30442099999999 38.750058,-90.30450499999999 38.7501,-90.30454399999999 38.75012,-90.304628 38.750162
220	221	0	1	1	17.5	50	-90.304628 38.750162,-90.30454399999999 38.75012,-90.30450499999999 38.7501,-90.30442099999999 38.750058
233	225	4	1	1	210.0	600	-90.31331499999999 38.748400000000004,-90.313362 38.748775,-90.31339999999999 38.749146,-90.313403 38.74917
225	233	4	1	1	210.0	600	-90.313403 38.74917,-90.31339999999999 38.749146,-90.313362 38.748775,-90.31331499999999 38.748400000000004
241	227	2	1	1	70.0	200	-90.290509 38.762652,-90.29077099999999 38.762858,-90.290807 38.762889,-90.290872 38.762944000000005,-90.290934 38.762996
227	241	2	1	1	70.0	200	-90.290934 38.762996,-90.290872 38.762944000000005,-90.290807 38.762889,-90.29077099999999 38.762858,-90.290509 38.762652
230	228	1	1	1	35.0	100	-90.301648 38.760905,-90.30162999999999 38.760685,-90.30160599999999 38.760107000000005
228	230	1	1	1	35.0	100	-90.30160599999999 38.760107000000005,-90.30162999999999 38.760685,-90.301648 38.760905
244	229	1	1	1	52.5	150	-90.30561999999999 38.754314,-90.30589599999999 38.754054000000004,-90.306299 38.753671000000004
229	244	1	1	1	52.5	150	-90.306299 38.753671000000004,-90.30589599999999 38.754054000000004,-90.30561999999999 38.754314
276	230	1	1	1	35.0	100	-90.301352 38.759212000000005,-90.301469 38.759398000000004,-90.301507 38.75948,-90.301537 38.759557,-90.30157 38.759672,-90.30158899999999 38.759800000000006,-90.3016 38.759959,-90.30160599999999 38.760107000000005
230	276	1	1	1	35.0	100	-90.30160599999999 38.760107000000005,-90.3016 38.759959,-90.30158899999999 38.759800000000006,-90.30157 38.759672,-90.301537 38.759557,-90.301507 38.75948,-90.301469 38.759398000000004,-90.301352 38.759212000000005
288	231	3	1	1	227.5	650	-90.30136499999999 38.76012,-90.30135 38.760121000000005,-90.30090299999999 38.760129000000006,-90.300472 38.760143,-90.300232 38.760151,-90.300062 38.760134,-90.29995 38.760115000000006,-90.29990699999999 38.760104000000005
231	288	3	1	1	227.5	650	-90.29990699999999 38.760104000000005,-90.29995 38.760115000000006,-90.300062 38.760134,-90.300232 38.760151,-90.300472 38.760143,-90.30090299999999 38.760129000000006,-90.30135 38.760121000000005,-90.30136499999999 38.76012
266	238	1	1	1	315.0	900	-90.29959 38.755880000000005,-90.30019399999999 38.756118,-90.30036 38.756178000000006,-90.300412 38.756217,-90.30043099999999 38.756252,-90.30042599999999 38.756293,-90.300412 38.756334,-90.300322 38.756452,-90.300185 38.756591,-90.300112 38.756687,-90.30009199999999 38.756725,-90.30006999999999 38.756801,-90.30005999999999 38.756859000000006,-90.30001 38.757312000000006,-90.299988 38.757587
238	266	1	1	1	315.0	900	-90.299988 38.757587,-90.30001 38.757312000000006,-90.30005999999999 38.756859000000006,-90.30006999999999 38.756801,-90.30009199999999 38.756725,-90.300112 38.756687,-90.300185 38.756591,-90.300322 38.756452,-90.300412 38.756334,-90.30042599999999 38.756293,-90.30043099999999 38.756252,-90.300412 38.756217,-90.30036 38.756178000000006,-90.30019399999999 38.756118,-90.29959 38.755880000000005
337	240	2	1	1	17.5	50	-90.29351899999999 38.769253000000006,-90.293702 38.769237000000004,-90.29399099999999 38.769202,-90.294174 38.769167,-90.294303 38.769105,-90.294394 38.769027
240	337	2	1	1	17.5	50	-90.294394 38.769027,-90.294303 38.769105,-90.294174 38.769167,-90.29399099999999 38.769202,-90.293702 38.769237000000004,-90.29351899999999 38.769253000000006
242	241	2	1	1	140.0	400	-90.291975 38.763409,-90.29186899999999 38.763317,-90.29172 38.763186000000005,-90.29163 38.763121000000005,-90.29154799999999 38.763075,-90.291449 38.763024,-90.291349 38.762997000000006,-90.29122699999999 38.762984,-90.291095 38.762981,-90.290934 38.762996
241	242	2	1	1	140.0	400	-90.290934 38.762996,-90.291095 38.762981,-90.29122699999999 38.762984,-90.291349 38.762997000000006,-90.291449 38.763024,-90.29154799999999 38.763075,-90.29163 38.763121000000005,-90.29172 38.763186000000005,-90.29186899999999 38.763317,-90.291975 38.763409
283	245	3	1	1	315.0	900	-90.297062 38.764027000000006,-90.29725499999999 38.763735000000004,-90.297287 38.763696,-90.29732899999999 38.763650000000005,-90.29737899999999 38.763608000000005,-90.2975 38.763523000000006,-90.297698 38.763395,-90.297833 38.7633,-90.29787599999999 38.763264,-90.29792099999999 38.763222000000006,-90.298013 38.763116000000004
245	283	3	1	1	315.0	900	-90.298013 38.763116000000004,-90.29792099999999 38.763222000000006,-90.29787599999999 38.763264,-90.297833 38.7633,-90.297698 38.763395,-90.2975 38.763523000000006,-90.29737899999999 38.763608000000005,-90.29732899999999 38.763650000000005,-90.297287 38.763696,-90.29725499999999 38.763735000000004,-90.297062 38.764027000000006
253	250	3	1	1	227.5	650	-90.29804299999999 38.758525000000006,-90.29813499999999 38.758456,-90.298373 38.758276,-90.298712 38.758011,-90.298873 38.757907,-90.299039 38.757822000000004,-90.29910199999999 38.757796000000006
250	253	3	1	1	227.5	650	-90.29910199999999 38.757796000000006,-90.299039 38.757822000000004,-90.298873 38.757907,-90.298712 38.758011,-90.298373 38.758276,-90.29813499999999 38.758456,-90.29804299999999 38.758525000000006
252	251	4	1	1	577.5	1650	-90.312202 38.748328,-90.31219 38.748319,-90.312163 38.748302,-90.312117 38.748291,-90.31203199999999 38.748283,-90.311748 38.748253000000005,-90.31161399999999 38.748253000000005,-90.311529 38.748256000000005,-90.311403 38.74828,-90.310728 38.748433000000006,-90.310566 38.748491,-90.310468 38.748543000000005,-90.31039899999999 38.748592,-90.310334 38.74866,-90.310251 38.748780000000004,-90.31008 38.749120000000005,-90.30993199999999 38.749411
251	252	4	1	1	577.5	1650	-90.30993199999999 38.749411,-90.31008 38.749120000000005,-90.310251 38.748780000000004,-90.310334 38.74866,-90.31039899999999 38.748592,-90.310468 38.748543000000005,-90.310566 38.748491,-90.310728 38.748433000000006,-90.311403 38.74828,-90.311529 38.748256000000005,-90.31161399999999 38.748253000000005,-90.311748 38.748253000000005,-90.31203199999999 38.748283,-90.312117 38.748291,-90.312163 38.748302,-90.31219 38.748319,-90.312202 38.748328
265	264	2	1	1	262.5	750	-90.293415 38.761068,-90.29349699999999 38.760964,-90.293568 38.760891,-90.293618 38.760844000000006,-90.29374899999999 38.760735000000004,-90.293886 38.760645000000004,-90.294241 38.760451,-90.294687 38.760197000000005
264	265	2	1	1	262.5	750	-90.294687 38.760197000000005,-90.294241 38.760451,-90.293886 38.760645000000004,-90.29374899999999 38.760735000000004,-90.293618 38.760844000000006,-90.293568 38.760891,-90.29349699999999 38.760964,-90.293415 38.761068
283	282	2	1	1	122.5	350	-90.29608499999999 38.763843,-90.296318 38.763882,-90.296646 38.763931,-90.296967 38.763997,-90.297062 38.764027000000006
282	283	2	1	1	122.5	350	-90.297062 38.764027000000006,-90.296967 38.763997,-90.296646 38.763931,-90.296318 38.763882,-90.29608499999999 38.763843
344	283	2	1	1	52.5	150	-90.297062 38.764027000000006,-90.29708699999999 38.764036000000004,-90.29718 38.764067000000004,-90.29731799999999 38.764128,-90.29745199999999 38.764191000000004
283	344	2	1	1	52.5	150	-90.29745199999999 38.764191000000004,-90.29731799999999 38.764128,-90.29718 38.764067000000004,-90.29708699999999 38.764036000000004,-90.297062 38.764027000000006
438	286	1	1	1	122.5	350	-90.30458999999999 38.756212000000005,-90.30442199999999 38.756326
286	438	1	1	1	122.5	350	-90.30442199999999 38.756326,-90.30458999999999 38.756212000000005
388	287	1	1	1	52.5	150	-90.308264 38.756525,-90.30817499999999 38.756468000000005,-90.30816899999999 38.756440000000005,-90.30817499999999 38.756420000000006,-90.308236 38.756356000000004,-90.308588 38.756045
287	388	1	1	1	52.5	150	-90.308588 38.756045,-90.308236 38.756356000000004,-90.30817499999999 38.756420000000006,-90.30816899999999 38.756440000000005,-90.30817499999999 38.756468000000005,-90.308264 38.756525
360	293	4	1	1	122.5	350	-90.31344 38.750683,-90.31314099999999 38.750711
293	360	4	1	1	122.5	350	-90.31314099999999 38.750711,-90.31344 38.750683
366	305	4	1	1	210.0	600	-90.315035 38.750153000000005,-90.315069 38.750169,-90.31511499999999 38.750187000000004,-90.31521099999999 38.750194,-90.315269 38.750208,-90.315355 38.750245,-90.31543099999999 38.750281,-90.315502 38.750330000000005,-90.315556 38.750338000000006,-90.31564399999999 38.750331,-90.31570699999999 38.750306,-90.31577499999999 38.750256,-90.316199 38.749852000000004
305	366	4	1	1	210.0	600	-90.316199 38.749852000000004,-90.31577499999999 38.750256,-90.31570699999999 38.750306,-90.31564399999999 38.750331,-90.315556 38.750338000000006,-90.315502 38.750330000000005,-90.31543099999999 38.750281,-90.315355 38.750245,-90.315269 38.750208,-90.31521099999999 38.750194,-90.31511499999999 38.750187000000004,-90.315069 38.750169,-90.315035 38.750153000000005
373	306	2	1	1	822.5	2350	-90.288641 38.763175000000004,-90.289964 38.762002
306	373	2	1	1	822.5	2350	-90.289964 38.762002,-90.288641 38.763175000000004
414	317	1	1	1	105.0	300	-90.30646 38.75473,-90.30642499999999 38.754757000000005,-90.306389 38.754766000000004,-90.30631799999999 38.754763000000004,-90.30626099999999 38.754747,-90.30621599999999 38.754714,-90.306198 38.754671,-90.30618299999999 38.754641,-90.30615499999999 38.754617,-90.30609299999999 38.754551
317	414	1	1	1	105.0	300	-90.30609299999999 38.754551,-90.30615499999999 38.754617,-90.30618299999999 38.754641,-90.306198 38.754671,-90.30621599999999 38.754714,-90.30626099999999 38.754747,-90.30631799999999 38.754763000000004,-90.306389 38.754766000000004,-90.30642499999999 38.754757000000005,-90.30646 38.75473
368	320	1	1	1	52.5	150	-90.301018 38.762789000000005,-90.30069999999999 38.762591,-90.30055899999999 38.762502000000005
320	368	1	1	1	52.5	150	-90.30055899999999 38.762502000000005,-90.30069999999999 38.762591,-90.301018 38.762789000000005
414	323	1	1	1	35.0	100	-90.305836 38.754425000000005,-90.30609299999999 38.754551
323	414	1	1	1	35.0	100	-90.30609299999999 38.754551,-90.305836 38.754425000000005
442	326	1	1	1	87.5	250	-90.30261899999999 38.755961000000006,-90.302522 38.755874000000006,-90.302511 38.755816,-90.302543 38.755750000000006,-90.30259099999999 38.755699,-90.30256999999999 38.755649000000005,-90.302505 38.755606,-90.302098 38.755509,-90.30199599999999 38.755509,-90.301931 38.755555,-90.30189399999999 38.755633,-90.301813 38.755773000000005,-90.30176499999999 38.755812000000006,-90.301701 38.75582,-90.30163599999999 38.75582,-90.30130399999999 38.755680000000005
326	442	1	1	1	87.5	250	-90.30130399999999 38.755680000000005,-90.30163599999999 38.75582,-90.301701 38.75582,-90.30176499999999 38.755812000000006,-90.301813 38.755773000000005,-90.30189399999999 38.755633,-90.301931 38.755555,-90.30199599999999 38.755509,-90.302098 38.755509,-90.302505 38.755606,-90.30256999999999 38.755649000000005,-90.30259099999999 38.755699,-90.302543 38.755750000000006,-90.302511 38.755816,-90.302522 38.755874000000006,-90.30261899999999 38.755961000000006
409	332	2	1	1	70.0	200	-90.288378 38.762977,-90.28934 38.761949,-90.289362 38.761882,-90.289355 38.761824000000004,-90.28930899999999 38.761771
332	409	2	1	1	70.0	200	-90.28930899999999 38.761771,-90.289355 38.761824000000004,-90.289362 38.761882,-90.28934 38.761949,-90.288378 38.762977
405	334	2	1	1	70.0	200	-90.29776199999999 38.765452,-90.298099 38.765147000000006
334	405	2	1	1	70.0	200	-90.298099 38.765147000000006,-90.29776199999999 38.765452
398	346	1	1	1	87.5	250	-90.30155599999999 38.752699,-90.30205799999999 38.752268,-90.302081 38.752245,-90.302098 38.752219000000004,-90.30210899999999 38.752192,-90.30211399999999 38.752165000000005,-90.30211299999999 38.752136,-90.302106 38.752109000000004,-90.302093 38.752082,-90.30207399999999 38.752057,-90.301859 38.751924
346	398	1	1	1	87.5	250	-90.301859 38.751924,-90.30207399999999 38.752057,-90.302093 38.752082,-90.302106 38.752109000000004,-90.30211299999999 38.752136,-90.30211399999999 38.752165000000005,-90.30210899999999 38.752192,-90.302098 38.752219000000004,-90.302081 38.752245,-90.30205799999999 38.752268,-90.30155599999999 38.752699
399	348	1	1	1	35.0	100	-90.30103799999999 38.752598000000006,-90.300545 38.752285
348	399	1	1	1	35.0	100	-90.300545 38.752285,-90.30103799999999 38.752598000000006
360	349	4	1	1	210.0	600	-90.31244699999999 38.750776,-90.31314099999999 38.750711
349	360	4	1	1	210.0	600	-90.31314099999999 38.750711,-90.31244699999999 38.750776
398	350	1	1	1	17.5	50	-90.301109 38.751463,-90.301859 38.751924
350	398	1	1	1	17.5	50	-90.301859 38.751924,-90.301109 38.751463
396	355	0	1	1	17.5	50	-90.309305 38.751015,-90.30955999999999 38.751047
355	396	0	1	1	17.5	50	-90.30955999999999 38.751047,-90.309305 38.751015
432	362	1	1	1	52.5	150	-90.301256 38.762406000000006,-90.30142199999999 38.762509
362	432	1	1	1	52.5	150	-90.30142199999999 38.762509,-90.301256 38.762406000000006
382	372	4	1	1	70.0	200	-90.31356 38.747364000000005,-90.31380499999999 38.747695,-90.31384399999999 38.747768,-90.31383 38.747793,-90.3138 38.747811000000006,-90.31351 38.747869
372	382	4	1	1	70.0	200	-90.31351 38.747869,-90.3138 38.747811000000006,-90.31383 38.747793,-90.31384399999999 38.747768,-90.31380499999999 38.747695,-90.31356 38.747364000000005
447	391	0	1	1	17.5	50	-90.312812 38.751654,-90.311758 38.752599000000004
391	447	0	1	1	17.5	50	-90.311758 38.752599000000004,-90.312812 38.751654
440	393	0	1	1	35.0	100	-90.310553 38.754759,-90.31052899999999 38.754729000000005,-90.31031 38.754604
393	440	0	1	1	35.0	100	-90.31031 38.754604,-90.31052899999999 38.754729000000005,-90.310553 38.754759
432	397	1	1	1	70.0	200	-90.300945 38.762212000000005,-90.301256 38.762406000000006
397	432	1	1	1	70.0	200	-90.301256 38.762406000000006,-90.300945 38.762212000000005
444	407	0	1	1	17.5	50	-90.312929 38.751728,-90.31248699999999 38.752124
407	444	0	1	1	17.5	50	-90.31248699999999 38.752124,-90.312929 38.751728
411	408	1	1	1	17.5	50	-90.30117899999999 38.756531,-90.30115699999999 38.75656,-90.301138 38.756591,-90.301046 38.756752000000006,-90.30103799999999 38.756779,-90.301042 38.756800000000005,-90.301065 38.756818,-90.301265 38.756912
408	411	1	1	1	17.5	50	-90.301265 38.756912,-90.301065 38.756818,-90.301042 38.756800000000005,-90.30103799999999 38.756779,-90.301046 38.756752000000006,-90.301138 38.756591,-90.30115699999999 38.75656,-90.30117899999999 38.756531
434	421	1	1	1	35.0	100	-90.304808 38.756853,-90.30506399999999 38.756640000000004
421	434	1	1	1	35.0	100	-90.30506399999999 38.756640000000004,-90.304808 38.756853
434	423	1	1	1	157.5	450	-90.30506399999999 38.756640000000004,-90.30529299999999 38.756449
423	434	1	1	1	157.5	450	-90.30529299999999 38.756449,-90.30506399999999 38.756640000000004
438	434	1	1	1	52.5	150	-90.30442199999999 38.756326,-90.30506399999999 38.756640000000004
434	438	1	1	1	52.5	150	-90.30506399999999 38.756640000000004,-90.30442199999999 38.756326
452	444	4	1	1	227.5	650	-90.312342 38.752254,-90.31248699999999 38.752124
444	452	4	1	1	227.5	650	-90.31248699999999 38.752124,-90.312342 38.752254
460	458	0	1	1	52.5	150	-90.307982 38.751051000000004,-90.308008 38.750877
458	460	0	1	1	52.5	150	-90.308008 38.750877,-90.307982 38.751051000000004
386	8	-1	0	1	0.0	0	-90.30424099999999 38.749966,-90.30412 38.749904
8	386	-1	0	1	0.0	0	-90.30412 38.749904,-90.30424099999999 38.749966
225	15	-1	0	1	0.0	0	-90.313712 38.749153,-90.313403 38.74917
15	225	-1	0	1	0.0	0	-90.313403 38.74917,-90.313712 38.749153
385	19	-1	0	1	0.0	0	-90.301136 38.757052,-90.301171 38.757066,-90.301222 38.757089,-90.301295 38.757127000000004,-90.3014 38.757177000000006
19	385	-1	0	1	0.0	0	-90.3014 38.757177000000006,-90.301295 38.757127000000004,-90.301222 38.757089,-90.301171 38.757066,-90.301136 38.757052
23	22	-1	0	1	0.0	0	-90.292017 38.765604,-90.291905 38.76552
22	23	-1	0	1	0.0	0	-90.291905 38.76552,-90.292017 38.765604
150	94	-1	0	1	0.0	0	-90.311545 38.755948000000004,-90.31150799999999 38.755846000000005,-90.311487 38.755795000000006,-90.31146299999999 38.755749,-90.311439 38.755707,-90.311415 38.755674000000006,-90.311388 38.755639,-90.311353 38.755603,-90.31131699999999 38.755571,-90.31127799999999 38.755537000000004,-90.311241 38.755507,-90.311206 38.755482,-90.311162 38.755452000000005,-90.31079899999999 38.755227000000005
94	150	-1	0	1	0.0	0	-90.31079899999999 38.755227000000005,-90.311162 38.755452000000005,-90.311206 38.755482,-90.311241 38.755507,-90.31127799999999 38.755537000000004,-90.31131699999999 38.755571,-90.311353 38.755603,-90.311388 38.755639,-90.311415 38.755674000000006,-90.311439 38.755707,-90.31146299999999 38.755749,-90.311487 38.755795000000006,-90.31150799999999 38.755846000000005,-90.311545 38.755948000000004
290	94	-1	0	1	0.0	0	-90.310767 38.756455,-90.31092699999999 38.756317,-90.31123699999999 38.756095,-90.311545 38.755948000000004
94	290	-1	0	1	0.0	0	-90.311545 38.755948000000004,-90.31123699999999 38.756095,-90.31092699999999 38.756317,-90.310767 38.756455
308	131	-1	0	1	0.0	0	-90.286706 38.761804000000005,-90.28682699999999 38.761888000000006
131	308	-1	0	1	0.0	0	-90.28682699999999 38.761888000000006,-90.286706 38.761804000000005
168	163	-1	0	1	0.0	0	-90.30892399999999 38.758132,-90.308512 38.757895000000005,-90.308133 38.757673000000004
163	168	-1	0	1	0.0	0	-90.308133 38.757673000000004,-90.308512 38.757895000000005,-90.30892399999999 38.758132
413	167	-1	0	1	0.0	0	-90.313852 38.750995,-90.313453 38.751174000000006,-90.31338699999999 38.751201
167	413	-1	0	1	0.0	0	-90.31338699999999 38.751201,-90.313453 38.751174000000006,-90.313852 38.750995
302	168	-1	0	1	0.0	0	-90.30875599999999 38.758517000000005,-90.308759 38.758499,-90.308769 38.758449000000006,-90.308791 38.758386,-90.30880099999999 38.758362000000005,-90.30883399999999 38.758280000000006,-90.30887799999999 38.758212,-90.30892399999999 38.758132
168	302	-1	0	1	0.0	0	-90.30892399999999 38.758132,-90.30887799999999 38.758212,-90.30883399999999 38.758280000000006,-90.30880099999999 38.758362000000005,-90.308791 38.758386,-90.308769 38.758449000000006,-90.308759 38.758499,-90.30875599999999 38.758517000000005
208	182	-1	0	1	0.0	0	-90.301711 38.761186,-90.30176999999999 38.761322,-90.301884 38.761464000000004
182	208	-1	0	1	0.0	0	-90.301884 38.761464000000004,-90.30176999999999 38.761322,-90.301711 38.761186
309	182	-1	0	1	0.0	0	-90.301919 38.76151,-90.301884 38.761464000000004
182	309	-1	0	1	0.0	0	-90.301884 38.761464000000004,-90.301919 38.76151
