ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
55	587	1	1	1	420.0	1200	-90.293273 38.735380000000006,-90.29332199999999 38.735372000000005,-90.293396 38.735323,-90.29393999999999 38.734856,-90.294575 38.734312,-90.29481 38.734118,-90.2949 38.734028,-90.29495999999999 38.73396,-90.295026 38.733859,-90.29508899999999 38.733747,-90.29513499999999 38.733664000000005
61	59	10	1	1	192.5	550	-90.28373599999999 38.742793000000006,-90.283653 38.742854,-90.28359599999999 38.742874,-90.283525 38.742867000000004,-90.28341599999999 38.742806
59	61	10	1	1	192.5	550	-90.28341599999999 38.742806,-90.283525 38.742867000000004,-90.28359599999999 38.742874,-90.283653 38.742854,-90.28373599999999 38.742793000000006
357	63	10	1	1	17.5	50	-90.283683 38.74161,-90.283723 38.741579
63	357	10	1	1	17.5	50	-90.283723 38.741579,-90.283683 38.74161
75	74	10	1	1	17.5	50	-90.284757 38.744191,-90.28432199999999 38.743876
74	75	10	1	1	17.5	50	-90.28432199999999 38.743876,-90.284757 38.744191
740	77	10	1	1	17.5	50	-90.28508599999999 38.74448,-90.28523799999999 38.744604,-90.285265 38.744635,-90.28526799999999 38.744645000000006,-90.285266 38.744654000000004,-90.28526099999999 38.744664,-90.285225 38.744697,-90.28498599999999 38.744885000000004,-90.28496299999999 38.744905,-90.284956 38.744909,-90.28494699999999 38.744913000000004,-90.28492999999999 38.744916,-90.284914 38.744916,-90.28489499999999 38.744912,-90.284854 38.744891,-90.28483299999999 38.744879000000005
77	740	10	1	1	17.5	50	-90.28483299999999 38.744879000000005,-90.284854 38.744891,-90.28489499999999 38.744912,-90.284914 38.744916,-90.28492999999999 38.744916,-90.28494699999999 38.744913000000004,-90.284956 38.744909,-90.28496299999999 38.744905,-90.28498599999999 38.744885000000004,-90.285225 38.744697,-90.28526099999999 38.744664,-90.285266 38.744654000000004,-90.28526799999999 38.744645000000006,-90.285265 38.744635,-90.28523799999999 38.744604,-90.28508599999999 38.74448
386	79	5	1	1	52.5	150	-90.298464 38.750833,-90.29839199999999 38.750892,-90.29831999999999 38.750936,-90.29822399999999 38.750971
79	386	5	1	1	52.5	150	-90.29822399999999 38.750971,-90.29831999999999 38.750936,-90.29839199999999 38.750892,-90.298464 38.750833
406	81	3	1	1	192.5	550	-90.302268 38.746442,-90.30216399999999 38.746576000000005,-90.30210699999999 38.746645
81	406	3	1	1	192.5	550	-90.30210699999999 38.746645,-90.30216399999999 38.746576000000005,-90.302268 38.746442
446	85	2	1	1	875.0	2500	-90.29381199999999 38.740411,-90.293707 38.740765,-90.293674 38.740861,-90.293655 38.740923,-90.293617 38.740989000000006,-90.29357599999999 38.741027,-90.29350199999999 38.741093,-90.29323699999999 38.741246000000004,-90.29293299999999 38.741424,-90.292824 38.741486,-90.292745 38.741525,-90.292693 38.741536,-90.292627 38.741536,-90.29258899999999 38.741525,-90.292548 38.741503,-90.292463 38.741424,-90.29220099999999 38.741049000000004,-90.291913 38.74065
85	446	2	1	1	875.0	2500	-90.291913 38.74065,-90.29220099999999 38.741049000000004,-90.292463 38.741424,-90.292548 38.741503,-90.29258899999999 38.741525,-90.292627 38.741536,-90.292693 38.741536,-90.292745 38.741525,-90.292824 38.741486,-90.29293299999999 38.741424,-90.29323699999999 38.741246000000004,-90.29350199999999 38.741093,-90.29357599999999 38.741027,-90.293617 38.740989000000006,-90.293655 38.740923,-90.293674 38.740861,-90.293707 38.740765,-90.29381199999999 38.740411
97	96	10	1	1	17.5	50	-90.283879 38.745301000000005,-90.283373 38.745702
96	97	10	1	1	17.5	50	-90.283373 38.745702,-90.283879 38.745301000000005
99	98	10	1	1	17.5	50	-90.283216 38.745605000000005,-90.28372599999999 38.745198
98	99	10	1	1	17.5	50	-90.28372599999999 38.745198,-90.283216 38.745605000000005
117	113	10	1	1	35.0	100	-90.281042 38.744053,-90.280976 38.744103,-90.280846 38.744202,-90.280824 38.744226000000005,-90.280802 38.744254000000005,-90.28079799999999 38.744274000000004,-90.280802 38.744296000000006,-90.280834 38.744329,-90.280923 38.744394
113	117	10	1	1	35.0	100	-90.280923 38.744394,-90.280834 38.744329,-90.280802 38.744296000000006,-90.28079799999999 38.744274000000004,-90.280802 38.744254000000005,-90.280824 38.744226000000005,-90.280846 38.744202,-90.280976 38.744103,-90.281042 38.744053
128	126	10	1	1	17.5	50	-90.28262099999999 38.74419,-90.282466 38.744084,-90.282461 38.744081
126	128	10	1	1	17.5	50	-90.282461 38.744081,-90.282466 38.744084,-90.28262099999999 38.74419
129	127	10	1	1	35.0	100	-90.281818 38.744600000000005,-90.28197899999999 38.744710000000005
127	129	10	1	1	35.0	100	-90.28197899999999 38.744710000000005,-90.281818 38.744600000000005
143	142	6	1	1	87.5	250	-90.278493 38.734065,-90.278443 38.734109000000004,-90.27843399999999 38.734118,-90.278427 38.734127,-90.27842199999999 38.734139000000006,-90.27842199999999 38.734152,-90.27842299999999 38.734163,-90.27846299999999 38.73452,-90.27846199999999 38.734536000000006,-90.278458 38.734566,-90.27844999999999 38.734583,-90.278441 38.734597,-90.278431 38.734606,-90.278419 38.734615000000005,-90.278351 38.734651,-90.27834 38.734658,-90.27833299999999 38.734664,-90.27833 38.734674000000005,-90.278329 38.734689,-90.278329 38.734711000000004,-90.27833199999999 38.734778000000006,-90.27833899999999 38.734813
142	143	6	1	1	87.5	250	-90.27833899999999 38.734813,-90.27833199999999 38.734778000000006,-90.278329 38.734711000000004,-90.278329 38.734689,-90.27833 38.734674000000005,-90.27833299999999 38.734664,-90.27834 38.734658,-90.278351 38.734651,-90.278419 38.734615000000005,-90.278431 38.734606,-90.278441 38.734597,-90.27844999999999 38.734583,-90.278458 38.734566,-90.27846199999999 38.734536000000006,-90.27846299999999 38.73452,-90.27842299999999 38.734163,-90.27842199999999 38.734152,-90.27842199999999 38.734139000000006,-90.278427 38.734127,-90.27843399999999 38.734118,-90.278443 38.734109000000004,-90.278493 38.734065
145	144	0	1	1	70.0	200	-90.304262 38.740312,-90.304344 38.740414,-90.30436499999999 38.740436,-90.304396 38.740461,-90.304418 38.740469000000004,-90.30444899999999 38.740473,-90.304476 38.740469000000004,-90.30450099999999 38.740461,-90.304554 38.740434,-90.304659 38.740373000000005,-90.304891 38.740223
144	145	0	1	1	70.0	200	-90.304891 38.740223,-90.304659 38.740373000000005,-90.304554 38.740434,-90.30450099999999 38.740461,-90.304476 38.740469000000004,-90.30444899999999 38.740473,-90.304418 38.740469000000004,-90.304396 38.740461,-90.30436499999999 38.740436,-90.304344 38.740414,-90.304262 38.740312
625	147	7	1	1	17.5	50	-90.286693 38.736739,-90.28661 38.736797,-90.28659499999999 38.736825,-90.28660699999999 38.736852000000006,-90.28724 38.737308000000006
147	625	7	1	1	17.5	50	-90.28724 38.737308000000006,-90.28660699999999 38.736852000000006,-90.28659499999999 38.736825,-90.28661 38.736797,-90.286693 38.736739
589	205	10	1	1	17.5	50	-90.285218 38.746123000000004,-90.285241 38.746142000000006,-90.28573899999999 38.746478,-90.285962 38.746629000000006
205	589	10	1	1	17.5	50	-90.285962 38.746629000000006,-90.28573899999999 38.746478,-90.285241 38.746142000000006,-90.285218 38.746123000000004
599	227	5	1	1	17.5	50	-90.28761399999999 38.748967,-90.28752 38.748979000000006,-90.287466 38.748993000000006
227	599	5	1	1	17.5	50	-90.287466 38.748993000000006,-90.28752 38.748979000000006,-90.28761399999999 38.748967
611	280	10	1	1	140.0	400	-90.28635799999999 38.744641,-90.286442 38.744745,-90.286469 38.744773,-90.28650599999999 38.744792000000004,-90.286622 38.744829,-90.286667 38.744853000000006,-90.28670799999999 38.744893000000005,-90.286729 38.744931,-90.28673599999999 38.744977000000006,-90.28672999999999 38.745032
280	611	10	1	1	140.0	400	-90.28672999999999 38.745032,-90.28673599999999 38.744977000000006,-90.286729 38.744931,-90.28670799999999 38.744893000000005,-90.286667 38.744853000000006,-90.286622 38.744829,-90.28650599999999 38.744792000000004,-90.286469 38.744773,-90.286442 38.744745,-90.28635799999999 38.744641
679	281	10	1	1	17.5	50	-90.28741 38.744278,-90.28759 38.744443000000004,-90.287837 38.744616,-90.287893 38.744664,-90.287917 38.744699000000004,-90.287925 38.744736,-90.28792299999999 38.744748
281	679	10	1	1	17.5	50	-90.28792299999999 38.744748,-90.287925 38.744736,-90.287917 38.744699000000004,-90.287893 38.744664,-90.287837 38.744616,-90.28759 38.744443000000004,-90.28741 38.744278
659	288	3	1	1	17.5	50	-90.292104 38.743484,-90.292243 38.743416,-90.29231 38.743371,-90.29236399999999 38.743312,-90.292414 38.743224000000005,-90.292428 38.743193000000005
288	659	3	1	1	17.5	50	-90.292428 38.743193000000005,-90.292414 38.743224000000005,-90.29236399999999 38.743312,-90.29231 38.743371,-90.292243 38.743416,-90.292104 38.743484
543	293	9	1	1	87.5	250	-90.294677 38.742784,-90.294578 38.742762000000006,-90.294383 38.742691,-90.294263 38.742622000000004,-90.29414399999999 38.742522,-90.294066 38.742448
293	543	9	1	1	87.5	250	-90.294066 38.742448,-90.29414399999999 38.742522,-90.294263 38.742622000000004,-90.294383 38.742691,-90.294578 38.742762000000006,-90.294677 38.742784
444	346	9	1	1	140.0	400	-90.29682 38.738091000000004,-90.296765 38.738139000000004,-90.29647299999999 38.738408,-90.296342 38.738529,-90.296213 38.738627
346	444	9	1	1	140.0	400	-90.296213 38.738627,-90.296342 38.738529,-90.29647299999999 38.738408,-90.296765 38.738139000000004,-90.29682 38.738091000000004
422	347	0	1	1	52.5	150	-90.30067899999999 38.744137,-90.300665 38.744127000000006,-90.30064899999999 38.744105000000005,-90.300641 38.744072,-90.300654 38.744034000000006,-90.300687 38.743987000000004,-90.300733 38.743912
347	422	0	1	1	52.5	150	-90.300733 38.743912,-90.300687 38.743987000000004,-90.300654 38.744034000000006,-90.300641 38.744072,-90.30064899999999 38.744105000000005,-90.300665 38.744127000000006,-90.30067899999999 38.744137
692	358	3	1	1	157.5	450	-90.29095199999999 38.743601000000005,-90.290962 38.743619,-90.29096899999999 38.743635000000005,-90.290973 38.743700000000004,-90.290989 38.743732,-90.29103099999999 38.743771,-90.291348 38.743975000000006,-90.29139599999999 38.744021000000004
358	692	3	1	1	157.5	450	-90.29139599999999 38.744021000000004,-90.291348 38.743975000000006,-90.29103099999999 38.743771,-90.290989 38.743732,-90.290973 38.743700000000004,-90.29096899999999 38.743635000000005,-90.290962 38.743619,-90.29095199999999 38.743601000000005
414	360	3	1	1	350.0	1000	-90.29211 38.747335,-90.29212299999999 38.747324000000006,-90.292161 38.747296000000006,-90.292344 38.747153000000004,-90.292689 38.746887,-90.29296199999999 38.746676,-90.293236 38.74647,-90.29346 38.746307,-90.29356399999999 38.746253,-90.29362099999999 38.746231
360	414	3	1	1	350.0	1000	-90.29362099999999 38.746231,-90.29356399999999 38.746253,-90.29346 38.746307,-90.293236 38.74647,-90.29296199999999 38.746676,-90.292689 38.746887,-90.292344 38.747153000000004,-90.292161 38.747296000000006,-90.29212299999999 38.747324000000006,-90.29211 38.747335
415	363	5	1	1	52.5	150	-90.294539 38.74871,-90.29453099999999 38.748686,-90.29453099999999 38.748669,-90.29453699999999 38.748647000000005,-90.294556 38.74862,-90.294608 38.748574000000005,-90.29486499999999 38.748376,-90.295137 38.748172000000004,-90.295193 38.748145,-90.29521799999999 38.748139
363	415	5	1	1	52.5	150	-90.29521799999999 38.748139,-90.295193 38.748145,-90.295137 38.748172000000004,-90.29486499999999 38.748376,-90.294608 38.748574000000005,-90.294556 38.74862,-90.29453699999999 38.748647000000005,-90.29453099999999 38.748669,-90.29453099999999 38.748686,-90.294539 38.74871
428	363	5	1	1	840.0	2400	-90.298358 38.749356000000006,-90.29815699999999 38.74924,-90.29807199999999 38.749191,-90.297944 38.749142000000006,-90.29760999999999 38.749041000000005,-90.29720599999999 38.748923000000005,-90.296932 38.748847000000005,-90.296639 38.748743000000005,-90.29619899999999 38.748576,-90.29596699999999 38.748492000000006,-90.29580499999999 38.748421,-90.29558399999999 38.748295000000006,-90.295423 38.748194000000005,-90.29535399999999 38.748161,-90.29528599999999 38.748142,-90.29525 38.748139,-90.29521799999999 38.748139
363	428	5	1	1	840.0	2400	-90.29521799999999 38.748139,-90.29525 38.748139,-90.29528599999999 38.748142,-90.29535399999999 38.748161,-90.295423 38.748194000000005,-90.29558399999999 38.748295000000006,-90.29580499999999 38.748421,-90.29596699999999 38.748492000000006,-90.29619899999999 38.748576,-90.296639 38.748743000000005,-90.296932 38.748847000000005,-90.29720599999999 38.748923000000005,-90.29760999999999 38.749041000000005,-90.297944 38.749142000000006,-90.29807199999999 38.749191,-90.29815699999999 38.74924,-90.298358 38.749356000000006
370	369	4	1	1	105.0	300	-90.28209199999999 38.738418,-90.28219399999999 38.738295
369	370	4	1	1	105.0	300	-90.28219399999999 38.738295,-90.28209199999999 38.738418
453	370	4	1	1	52.5	150	-90.282007 38.738518000000006,-90.282073 38.738439,-90.28209199999999 38.738418
370	453	4	1	1	52.5	150	-90.28209199999999 38.738418,-90.282073 38.738439,-90.282007 38.738518000000006
525	376	7	1	1	420.0	1200	-90.288218 38.730932,-90.28796 38.730940000000004,-90.287787 38.730959000000006,-90.287678 38.730989,-90.287582 38.731030000000004,-90.2875 38.731069000000005,-90.28741 38.731125000000006,-90.287346 38.731187000000006,-90.28729 38.731254,-90.287236 38.731338,-90.287206 38.731427000000004,-90.28719699999999 38.731508000000005,-90.2872 38.731578000000006,-90.28721999999999 38.731668000000006,-90.28725299999999 38.731741
376	525	7	1	1	420.0	1200	-90.28725299999999 38.731741,-90.28721999999999 38.731668000000006,-90.2872 38.731578000000006,-90.28719699999999 38.731508000000005,-90.287206 38.731427000000004,-90.287236 38.731338,-90.28729 38.731254,-90.287346 38.731187000000006,-90.28741 38.731125000000006,-90.2875 38.731069000000005,-90.287582 38.731030000000004,-90.287678 38.730989,-90.287787 38.730959000000006,-90.28796 38.730940000000004,-90.288218 38.730932
399	382	2	1	1	17.5	50	-90.29287699999999 38.739817,-90.29257799999999 38.740007000000006
382	399	2	1	1	17.5	50	-90.29257799999999 38.740007000000006,-90.29287699999999 38.739817
467	391	0	1	1	17.5	50	-90.302662 38.744908,-90.302599 38.744964
391	467	0	1	1	17.5	50	-90.302599 38.744964,-90.302662 38.744908
772	391	0	1	1	52.5	150	-90.30202299999999 38.745470000000005,-90.30206299999999 38.745438,-90.302212 38.745309000000006,-90.302599 38.744964
391	772	0	1	1	52.5	150	-90.302599 38.744964,-90.302212 38.745309000000006,-90.30206299999999 38.745438,-90.30202299999999 38.745470000000005
413	397	7	1	1	1487.5	4250	-90.288122 38.732442000000006,-90.28796 38.732620000000004,-90.287864 38.732704000000005,-90.28779999999999 38.732751,-90.28772699999999 38.732775000000004,-90.28763699999999 38.732795,-90.2875 38.732796,-90.287094 38.732755000000004,-90.286514 38.732688,-90.28612799999999 38.732646,-90.28591499999999 38.732626,-90.285867 38.73263,-90.28584699999999 38.732632,-90.285803 38.732646,-90.285772 38.732671,-90.28575 38.732699000000004,-90.285733 38.732735000000005,-90.28571 38.732836000000006,-90.285663 38.733314,-90.285654 38.733414,-90.28566 38.733456000000004,-90.28567699999999 38.733487000000004,-90.285708 38.733512000000005,-90.28575199999999 38.733526000000005,-90.285834 38.733540000000005,-90.28614499999999 38.733565000000006,-90.28652199999999 38.733596000000006,-90.28706 38.733630000000005,-90.2875 38.733637,-90.287686 38.733639000000004,-90.287831 38.733647000000005,-90.28791799999999 38.733666,-90.28797 38.733683000000006,-90.288077 38.733734000000005,-90.288332 38.733886000000005
397	413	7	1	1	1487.5	4250	-90.288332 38.733886000000005,-90.288077 38.733734000000005,-90.28797 38.733683000000006,-90.28791799999999 38.733666,-90.287831 38.733647000000005,-90.287686 38.733639000000004,-90.2875 38.733637,-90.28706 38.733630000000005,-90.28652199999999 38.733596000000006,-90.28614499999999 38.733565000000006,-90.285834 38.733540000000005,-90.28575199999999 38.733526000000005,-90.285708 38.733512000000005,-90.28567699999999 38.733487000000004,-90.28566 38.733456000000004,-90.285654 38.733414,-90.285663 38.733314,-90.28571 38.732836000000006,-90.285733 38.732735000000005,-90.28575 38.732699000000004,-90.285772 38.732671,-90.285803 38.732646,-90.28584699999999 38.732632,-90.285867 38.73263,-90.28591499999999 38.732626,-90.28612799999999 38.732646,-90.286514 38.732688,-90.287094 38.732755000000004,-90.2875 38.732796,-90.28763699999999 38.732795,-90.28772699999999 38.732775000000004,-90.28779999999999 38.732751,-90.287864 38.732704000000005,-90.28796 38.732620000000004,-90.288122 38.732442000000006
431	399	2	1	1	52.5	150	-90.291788 38.740481,-90.291879 38.740431,-90.292306 38.740174,-90.29257799999999 38.740007000000006
399	431	2	1	1	52.5	150	-90.29257799999999 38.740007000000006,-90.292306 38.740174,-90.291879 38.740431,-90.291788 38.740481
522	400	2	1	1	175.0	500	-90.290612 38.740094000000006,-90.29065899999999 38.739976000000006,-90.290717 38.739907,-90.29073899999999 38.739891,-90.29082299999999 38.739830000000005,-90.290914 38.739812
400	522	2	1	1	175.0	500	-90.290914 38.739812,-90.29082299999999 38.739830000000005,-90.29073899999999 38.739891,-90.290717 38.739907,-90.29065899999999 38.739976000000006,-90.290612 38.740094000000006
516	409	4	1	1	105.0	300	-90.278341 38.742573,-90.278504 38.742423
409	516	4	1	1	105.0	300	-90.278504 38.742423,-90.278341 38.742573
537	413	7	1	1	192.5	550	-90.288332 38.733886000000005,-90.288652 38.733596000000006,-90.28917299999999 38.733116
413	537	7	1	1	192.5	550	-90.28917299999999 38.733116,-90.288652 38.733596000000006,-90.288332 38.733886000000005
524	419	8	1	1	210.0	600	-90.28724199999999 38.730131,-90.2875 38.73011,-90.28818299999999 38.73008
419	524	8	1	1	210.0	600	-90.28818299999999 38.73008,-90.2875 38.73011,-90.28724199999999 38.730131
421	420	3	1	1	157.5	450	-90.288821 38.747049000000004,-90.288958 38.746988,-90.289079 38.746929,-90.289238 38.746864,-90.289451 38.746757
420	421	3	1	1	157.5	450	-90.289451 38.746757,-90.289238 38.746864,-90.289079 38.746929,-90.288958 38.746988,-90.288821 38.747049000000004
458	423	8	1	1	192.5	550	-90.282991 38.731233,-90.282947 38.731275000000004,-90.28282899999999 38.731414,-90.282714 38.731595000000006,-90.282641 38.731752,-90.28255999999999 38.731963,-90.28249 38.732128,-90.282443 38.732223000000005
423	458	8	1	1	192.5	550	-90.282443 38.732223000000005,-90.28249 38.732128,-90.28255999999999 38.731963,-90.282641 38.731752,-90.282714 38.731595000000006,-90.28282899999999 38.731414,-90.282947 38.731275000000004,-90.282991 38.731233
576	424	2	1	1	140.0	400	-90.29432399999999 38.740453,-90.294349 38.740434,-90.294361 38.740405,-90.294365 38.740381,-90.294343 38.740337000000004,-90.294304 38.740307,-90.294247 38.740297000000005,-90.294203 38.740302,-90.294157 38.740319,-90.29414 38.740342000000005
424	576	2	1	1	140.0	400	-90.29414 38.740342000000005,-90.294157 38.740319,-90.294203 38.740302,-90.294247 38.740297000000005,-90.294304 38.740307,-90.294343 38.740337000000004,-90.294365 38.740381,-90.294361 38.740405,-90.294349 38.740434,-90.29432399999999 38.740453
509	425	6	1	1	122.5	350	-90.28243099999999 38.736402000000005,-90.282456 38.736418,-90.28248099999999 38.736428000000004,-90.282518 38.736430000000006,-90.28255399999999 38.736426,-90.28258899999999 38.736412,-90.282607 38.736392,-90.282613 38.736366000000004,-90.282613 38.736333,-90.28259399999999 38.736305
425	509	6	1	1	122.5	350	-90.28259399999999 38.736305,-90.282613 38.736333,-90.282613 38.736366000000004,-90.282607 38.736392,-90.28258899999999 38.736412,-90.28255399999999 38.736426,-90.282518 38.736430000000006,-90.28248099999999 38.736428000000004,-90.282456 38.736418,-90.28243099999999 38.736402000000005
593	428	5	1	1	52.5	150	-90.29865 38.748922,-90.298622 38.748991000000004,-90.29859499999999 38.749051,-90.29856199999999 38.749103000000005,-90.298515 38.749176000000006,-90.298469 38.749239,-90.298384 38.749332,-90.298358 38.749356000000006
428	593	5	1	1	52.5	150	-90.298358 38.749356000000006,-90.298384 38.749332,-90.298469 38.749239,-90.298515 38.749176000000006,-90.29856199999999 38.749103000000005,-90.29859499999999 38.749051,-90.298622 38.748991000000004,-90.29865 38.748922
524	434	8	1	1	210.0	600	-90.28818299999999 38.73008,-90.28818199999999 38.730068,-90.28816599999999 38.729871,-90.288152 38.729776,-90.28813299999999 38.729738000000005,-90.288108 38.729702,-90.28806999999999 38.729667000000006,-90.287909 38.729544000000004,-90.287723 38.729407
434	524	8	1	1	210.0	600	-90.287723 38.729407,-90.287909 38.729544000000004,-90.28806999999999 38.729667000000006,-90.288108 38.729702,-90.28813299999999 38.729738000000005,-90.288152 38.729776,-90.28816599999999 38.729871,-90.28818199999999 38.730068,-90.28818299999999 38.73008
507	436	1	1	1	122.5	350	-90.291592 38.734792000000006,-90.291388 38.734657000000006,-90.29119899999999 38.734521,-90.29111999999999 38.734452000000005,-90.291079 38.734411,-90.291051 38.734362000000004,-90.291027 38.734234,-90.29101299999999 38.734093
436	507	1	1	1	122.5	350	-90.29101299999999 38.734093,-90.291027 38.734234,-90.291051 38.734362000000004,-90.291079 38.734411,-90.29111999999999 38.734452000000005,-90.29119899999999 38.734521,-90.291388 38.734657000000006,-90.291592 38.734792000000006
493	441	0	1	1	910.0	2600	-90.30394899999999 38.743386,-90.30409399999999 38.743389,-90.304379 38.743370000000006,-90.304554 38.743351000000004,-90.304729 38.743345000000005,-90.304898 38.743354000000004,-90.30511399999999 38.743370000000006,-90.305467 38.743419,-90.30592399999999 38.743485,-90.306055 38.743506000000004,-90.30609 38.743520000000004,-90.30613699999999 38.743555,-90.30617 38.743602,-90.306174 38.743632000000005,-90.306174 38.743667,-90.30616699999999 38.743702000000006,-90.30608199999999 38.743791,-90.305944 38.743908000000005,-90.305779 38.744045,-90.305658 38.744137,-90.30561499999999 38.744162,-90.30550799999999 38.744195000000005,-90.30541199999999 38.744211,-90.305354 38.744215000000004,-90.305161 38.744225,-90.305073 38.744233,-90.30496699999999 38.744252,-90.304885 38.744274000000004,-90.3048 38.744323,-90.30469599999999 38.744413,-90.30426899999999 38.744781
