ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
94	112	4	1	1	190	190	226.65593 -236.817906,246.341529 -245.232342
112	94	4	1	1	190	190	246.341529 -245.232342,226.65593 -236.817906
96	100	4	1	1	40	40	199.878446 -228.691834,214.109117 -241.152092
100	96	4	1	1	40	40	214.109117 -241.152092,199.878446 -228.691834
108	104	2	1	1	40	40	232.086716 -258.893254,222.255491 -249.078084
104	108	2	1	1	40	40	222.255491 -249.078084,232.086716 -258.893254
110	104	2	1	1	140	140	237.916134 -255.710778,222.255491 -249.078084
104	110	2	1	1	140	140	222.255491 -249.078084,237.916134 -255.710778
110	108	2	1	1	130	130	237.916134 -255.710778,232.086716 -258.893254
108	110	2	1	1	130	130	232.086716 -258.893254,237.916134 -255.710778
116	110	2	1	1	80	80	246.979153 -252.408422,237.916134 -255.710778
110	116	2	1	1	80	80	237.916134 -255.710778,246.979153 -252.408422
112	114	4	1	1	70	70	246.341529 -245.232342,243.346523 -238.848377
114	112	4	1	1	70	70	243.346523 -238.848377,246.341529 -245.232342
116	112	4	1	1	70	70	246.979153 -252.408422,246.341529 -245.232342
112	116	4	1	1	70	70	246.341529 -245.232342,246.979153 -252.408422
114	118	4	1	1	70	70	243.346523 -238.848377,240.082723 -232.321859
118	114	4	1	1	70	70	240.082723 -232.321859,243.346523 -238.848377
138	116	2	1	1	230	230	238.075637 -266.916493,246.979153 -252.408422
116	138	2	1	1	230	230	246.979153 -252.408422,238.075637 -266.916493
118	120	4	1	1	370	370	240.082723 -232.321859,271.109966 -212.012235
120	118	4	1	1	370	370	271.109966 -212.012235,240.082723 -232.321859
130	122	4	1	1	70	70	289.954935 -219.348678,278.907313 -214.731397
122	130	4	1	1	70	70	278.907313 -214.731397,289.954935 -219.348678
140	122	4	1	1	790	790	245.851378 -271.258995,278.907313 -214.731397
122	140	4	1	1	790	790	278.907313 -214.731397,245.851378 -271.258995
132	124	4	1	1	360	360	297.602908 -225.086884,331.415571 -241.500565
124	132	4	1	1	360	360	331.415571 -241.500565,297.602908 -225.086884
134	126	4	1	1	360	360	304.342934 -232.468112,335.749616 -247.929978
126	134	4	1	1	360	360	335.749616 -247.929978,304.342934 -232.468112
136	128	4	1	1	360	360	309.799654 -240.207453,333.816825 -255.148413
128	136	4	1	1	360	360	333.816825 -255.148413,309.799654 -240.207453
132	130	2	1	1	50	50	297.602908 -225.086884,289.954935 -219.348678
130	132	2	1	1	50	50	289.954935 -219.348678,297.602908 -225.086884
134	132	4	1	1	60	60	304.342934 -232.468112,297.602908 -225.086884
132	134	4	1	1	60	60	297.602908 -225.086884,304.342934 -232.468112
136	134	4	1	1	70	70	309.799654 -240.207453,304.342934 -232.468112
134	136	4	1	1	70	70	304.342934 -232.468112,309.799654 -240.207453
142	136	4	1	1	70	70	304.082345 -247.917721,309.799654 -240.207453
136	142	4	1	1	70	70	309.799654 -240.207453,304.082345 -247.917721
140	138	2	1	1	30	30	245.851378 -271.258995,238.075637 -266.916493
138	140	2	1	1	30	30	238.075637 -266.916493,245.851378 -271.258995
140	144	2	1	1	70	70	245.851378 -271.258995,255.785294 -275.285581
144	140	2	1	1	70	70	255.785294 -275.285581,245.851378 -271.258995
142	144	4	1	1	230	230	304.082345 -247.917721,255.785294 -275.285581
144	142	4	1	1	230	230	255.785294 -275.285581,304.082345 -247.917721
142	146	4	1	1	110	110	304.082345 -247.917721,318.065661 -259.911912
146	142	4	1	1	110	110	318.065661 -259.911912,304.082345 -247.917721
144	152	2	1	1	90	90	255.785294 -275.285581,268.03159 -284.504659
152	144	2	1	1	90	90	268.03159 -284.504659,255.785294 -275.285581
146	148	4	1	1	60	60	318.065661 -259.911912,326.083764 -262.107523
148	146	4	1	1	60	60	326.083764 -262.107523,318.065661 -259.911912
146	152	4	1	1	260	260	318.065661 -259.911912,268.03159 -284.504659
152	146	4	1	1	260	260	268.03159 -284.504659,318.065661 -259.911912
150	154	4	1	1	250	250	319.774169 -267.706053,275.39438 -288.712349
154	150	4	1	1	250	250	275.39438 -288.712349,319.774169 -267.706053
152	154	2	1	1	50	50	268.03159 -284.504659,275.39438 -288.712349
154	152	2	1	1	50	50	275.39438 -288.712349,268.03159 -284.504659
154	156	2	1	1	70	70	275.39438 -288.712349,269.570216 -296.298662
156	154	2	1	1	70	70	269.570216 -296.298662,275.39438 -288.712349
156	190	4	1	1	410	410	269.570216 -296.298662,232.007754 -270.683195
190	156	4	1	1	410	410	232.007754 -270.683195,269.570216 -296.298662
160	192	2	1	1	380	380	270.335101 -303.488086,227.604727 -277.345668
192	160	2	1	1	380	380	227.604727 -277.345668,270.335101 -303.488086
166	170	2	1	1	180	180	150.403246 -207.064156,140.764715 -217.030968
170	166	2	1	1	180	180	140.764715 -217.030968,150.403246 -207.064156
170	176	2	1	1	30	30	140.764715 -217.030968,134.777701 -224.622355
176	170	2	1	1	30	30	134.777701 -224.622355,140.764715 -217.030968
172	176	2	1	1	210	210	142.493613 -209.624463,134.777701 -224.622355
176	172	2	1	1	210	210	134.777701 -224.622355,142.493613 -209.624463
176	230	2	1	1	30	30	134.777701 -224.622355,129.391721 -231.037091
230	176	2	1	1	30	30	129.391721 -231.037091,134.777701 -224.622355
178	180	2	1	1	60	60	134.98206 -213.65697,121.031317 -214.887457
180	178	2	1	1	60	60	121.031317 -214.887457,134.98206 -213.65697
182	184	2	1	1	120	120	136.292564 -219.905603,122.382101 -221.188233
184	182	2	1	1	120	120	122.382101 -221.188233,136.292564 -219.905603
186	188	2	1	1	120	120	131.792992 -227.686354,118.140069 -229.128502
188	186	2	1	1	120	120	118.140069 -229.128502,131.792992 -227.686354
192	206	2	1	1	320	320	227.604727 -277.345668,195.730876 -273.866287
206	192	2	1	1	320	320	195.730876 -273.866287,227.604727 -277.345668
194	202	2	1	1	120	120	225.518415 -273.827549,200.723452 -270.288799
202	194	2	1	1	120	120	200.723452 -270.288799,225.518415 -273.827549
212	198	2	1	1	180	180	188.03524 -275.809087,200.29094 -295.741052
198	212	2	1	1	180	180	200.29094 -295.741052,188.03524 -275.809087
200	214	2	1	1	90	90	190.92599 -310.530943,179.23112 -289.763218
214	200	2	1	1	90	90	179.23112 -289.763218,190.92599 -310.530943
204	202	2	1	1	110	110	179.139342 -246.520571,200.723452 -270.288799
202	204	2	1	1	110	110	200.723452 -270.288799,179.139342 -246.520571
202	206	2	1	1	60	60	200.723452 -270.288799,195.730876 -273.866287
206	202	2	1	1	60	60	195.730876 -273.866287,200.723452 -270.288799
204	208	2	1	1	40	40	179.139342 -246.520571,183.325592 -255.794226
208	204	2	1	1	40	40	183.325592 -255.794226,179.139342 -246.520571
224	204	2	1	1	30	30	172.894484 -238.189582,179.139342 -246.520571
204	224	2	1	1	30	30	179.139342 -246.520571,172.894484 -238.189582
208	206	2	1	1	200	200	183.325592 -255.794226,195.730876 -273.866287
206	208	2	1	1	200	200	195.730876 -273.866287,183.325592 -255.794226
206	212	2	1	1	60	60	195.730876 -273.866287,188.03524 -275.809087
212	206	2	1	1	60	60	188.03524 -275.809087,195.730876 -273.866287
208	210	2	1	1	60	60	183.325592 -255.794226,178.728224 -260.871033
210	208	2	1	1	60	60	178.728224 -260.871033,183.325592 -255.794226
210	212	2	1	1	110	110	178.728224 -260.871033,188.03524 -275.809087
212	210	2	1	1	110	110	188.03524 -275.809087,178.728224 -260.871033
210	218	2	1	1	100	100	178.728224 -260.871033,166.84824 -264.433542
218	210	2	1	1	100	100	166.84824 -264.433542,178.728224 -260.871033
212	218	2	1	1	130	130	188.03524 -275.809087,166.84824 -264.433542
218	212	2	1	1	130	130	166.84824 -264.433542,188.03524 -275.809087
212	1232	2	1	1	20	20	188.03524 -275.809087,190.32447 -280.800263
1232	212	2	1	1	20	20	190.32447 -280.800263,188.03524 -275.809087
216	214	2	1	1	30	30	188.926373 -284.98483,179.23112 -289.763218
214	216	2	1	1	30	30	179.23112 -289.763218,188.926373 -284.98483
214	222	2	1	1	80	80	179.23112 -289.763218,163.347035 -279.821346
222	214	2	1	1	80	80	163.347035 -279.821346,179.23112 -289.763218
216	220	2	1	1	190	190	188.926373 -284.98483,170.955278 -274.563417
220	216	2	1	1	190	190	170.955278 -274.563417,188.926373 -284.98483
1232	216	2	1	1	20	20	190.32447 -280.800263,188.926373 -284.98483
216	1232	2	1	1	20	20	188.926373 -284.98483,190.32447 -280.800263
218	220	2	1	1	60	60	166.84824 -264.433542,170.955278 -274.563417
220	218	2	1	1	60	60	170.955278 -274.563417,166.84824 -264.433542
220	222	2	1	1	80	80	170.955278 -274.563417,163.347035 -279.821346
222	220	2	1	1	80	80	163.347035 -279.821346,170.955278 -274.563417
222	228	2	1	1	30	30	163.347035 -279.821346,156.037039 -275.372919
228	222	2	1	1	30	30	156.037039 -275.372919,163.347035 -279.821346
224	226	2	1	1	100	100	172.894484 -238.189582,172.017676 -253.772483
226	224	2	1	1	100	100	172.017676 -253.772483,172.894484 -238.189582
226	232	2	1	1	80	80	172.017676 -253.772483,160.111957 -257.509889
232	226	2	1	1	80	80	160.111957 -257.509889,172.017676 -253.772483
228	232	2	1	1	180	180	156.037039 -275.372919,160.111957 -257.509889
232	228	2	1	1	180	180	160.111957 -257.509889,156.037039 -275.372919
238	228	2	1	1	20	20	147.149782 -272.696602,156.037039 -275.372919
228	238	2	1	1	20	20	156.037039 -275.372919,147.149782 -272.696602
230	246	2	1	1	30	30	129.391721 -231.037091,137.575814 -235.892698
246	230	2	1	1	30	30	137.575814 -235.892698,129.391721 -231.037091
248	230	2	1	1	130	130	115.563677 -232.322211,129.391721 -231.037091
230	248	2	1	1	130	130	129.391721 -231.037091,115.563677 -232.322211
232	242	2	1	1	70	70	160.111957 -257.509889,146.634787 -252.988029
242	232	2	1	1	70	70	146.634787 -252.988029,160.111957 -257.509889
1236	236	2	1	1	240	240	120.41284 -273.535429,147.288507 -267.241619
236	1236	2	1	1	240	240	147.288507 -267.241619,120.41284 -273.535429
238	252	2	1	1	130	130	147.149782 -272.696602,122.092071 -277.254598
252	238	2	1	1	130	130	122.092071 -277.254598,147.149782 -272.696602
242	240	2	1	1	60	60	146.634787 -252.988029,150.156798 -261.451787
240	242	2	1	1	60	60	150.156798 -261.451787,146.634787 -252.988029
240	254	2	1	1	300	300	150.156798 -261.451787,118.722881 -270.218922
254	240	2	1	1	300	300	118.722881 -270.218922,150.156798 -261.451787
244	242	2	1	1	30	30	142.229793 -244.973082,146.634787 -252.988029
242	244	2	1	1	30	30	146.634787 -252.988029,142.229793 -244.973082
242	256	2	1	1	280	280	146.634787 -252.988029,115.425266 -260.657165
256	242	2	1	1	280	280	115.425266 -260.657165,146.634787 -252.988029
246	244	2	1	1	20	20	137.575814 -235.892698,142.229793 -244.973082
244	246	2	1	1	20	20	142.229793 -244.973082,137.575814 -235.892698
244	264	2	1	1	280	280	142.229793 -244.973082,111.405606 -251.388109
264	244	2	1	1	280	280	111.405606 -251.388109,142.229793 -244.973082
246	266	2	1	1	280	280	137.575814 -235.892698,107.076548 -241.325847
266	246	2	1	1	280	280	107.076548 -241.325847,137.575814 -235.892698
250	248	2	1	1	80	80	98.983858 -235.762651,115.563677 -232.322211
248	250	2	1	1	80	80	115.563677 -232.322211,98.983858 -235.762651
250	266	2	1	1	60	60	98.983858 -235.762651,107.076548 -241.325847
266	250	2	1	1	60	60	107.076548 -241.325847,98.983858 -235.762651
280	250	2	1	1	80	80	86.02434 -236.027743,98.983858 -235.762651
250	280	2	1	1	80	80	98.983858 -235.762651,86.02434 -236.027743
252	260	3	1	1	40	40	122.092071 -277.254598,109.428689 -278.27334
260	252	3	1	1	40	40	109.428689 -278.27334,122.092071 -277.254598
1236	252	2	1	1	10	10	120.41284 -273.535429,122.092071 -277.254598
252	1236	2	1	1	10	10	122.092071 -277.254598,120.41284 -273.535429
256	254	2	1	1	60	60	115.425266 -260.657165,118.722881 -270.218922
254	256	2	1	1	60	60	118.722881 -270.218922,115.425266 -260.657165
254	1236	2	1	1	10	10	118.722881 -270.218922,120.41284 -273.535429
1236	254	2	1	1	10	10	120.41284 -273.535429,118.722881 -270.218922
256	262	2	1	1	80	80	115.425266 -260.657165,104.758287 -263.010875
262	256	2	1	1	80	80	104.758287 -263.010875,115.425266 -260.657165
264	256	2	1	1	60	60	111.405606 -251.388109,115.425266 -260.657165
256	264	2	1	1	60	60	115.425266 -260.657165,111.405606 -251.388109
260	262	2	1	1	60	60	109.428689 -278.27334,104.758287 -263.010875
262	260	2	1	1	60	60	104.758287 -263.010875,109.428689 -278.27334
268	260	2	1	1	120	120	81.290181 -282.281468,109.428689 -278.27334
260	268	2	1	1	120	120	109.428689 -278.27334,81.290181 -282.281468
262	270	2	1	1	280	280	104.758287 -263.010875,75.031824 -263.868579
270	262	2	1	1	280	280	75.031824 -263.868579,104.758287 -263.010875
266	264	2	1	1	60	60	107.076548 -241.325847,111.405606 -251.388109
264	266	2	1	1	60	60	111.405606 -251.388109,107.076548 -241.325847
264	272	2	1	1	400	400	111.405606 -251.388109,71.064435 -255.449929
272	264	2	1	1	400	400	71.064435 -255.449929,111.405606 -251.388109
274	266	2	1	1	400	400	67.620614 -245.422548,107.076548 -241.325847
266	274	2	1	1	400	400	107.076548 -241.325847,67.620614 -245.422548
270	268	2	1	1	130	130	75.031824 -263.868579,81.290181 -282.281468
268	270	2	1	1	130	130	81.290181 -282.281468,75.031824 -263.868579
270	272	3	1	1	60	60	75.031824 -263.868579,71.064435 -255.449929
272	270	3	1	1	60	60	71.064435 -255.449929,75.031824 -263.868579
272	276	3	1	1	30	30	71.064435 -255.449929,62.488071 -256.533436
276	272	3	1	1	30	30	62.488071 -256.533436,71.064435 -255.449929
336	274	3	1	1	50	50	50.219434 -247.443203,67.620614 -245.422548
274	336	3	1	1	50	50	67.620614 -245.422548,50.219434 -247.443203
276	360	2	1	1	280	280	62.488071 -256.533436,73.879916 -288.429024
360	276	2	1	1	280	280	73.879916 -288.429024,62.488071 -256.533436
278	280	2	1	1	300	300	87.812459 -217.565391,86.02434 -236.027743
280	278	2	1	1	300	300	86.02434 -236.027743,87.812459 -217.565391
284	280	2	1	1	150	150	77.407683 -236.588986,86.02434 -236.027743
280	284	2	1	1	150	150	86.02434 -236.027743,77.407683 -236.588986
282	284	2	1	1	300	300	79.124644 -218.525508,77.407683 -236.588986
284	282	2	1	1	300	300	77.407683 -236.588986,79.124644 -218.525508
288	284	2	1	1	150	150	68.84304 -237.548577,77.407683 -236.588986
284	288	2	1	1	150	150	77.407683 -236.588986,68.84304 -237.548577
286	288	2	1	1	300	300	70.50859 -220.014693,68.84304 -237.548577
288	286	2	1	1	300	300	68.84304 -237.548577,70.50859 -220.014693
292	288	3	1	1	150	150	60.415466 -238.982592,68.84304 -237.548577
288	292	3	1	1	150	150	68.84304 -237.548577,60.415466 -238.982592
290	292	3	1	1	300	300	62.043493 -222.280085,60.415466 -238.982592
292	290	3	1	1	300	300	60.415466 -238.982592,62.043493 -222.280085
294	304	3	1	1	60	60	51.931619 -225.618961,50.444518 -232.075935
304	294	3	1	1	60	60	50.444518 -232.075935,51.931619 -225.618961
294	316	3	1	1	70	70	51.931619 -225.618961,41.145065 -225.733704
316	294	3	1	1	70	70	41.145065 -225.733704,51.931619 -225.618961
300	302	3	1	1	100	100	24.487457 -240.336442,8.589163 -242.629472
302	300	3	1	1	100	100	8.589163 -242.629472,24.487457 -240.336442
308	300	3	1	1	150	150	42.416837 -236.280567,24.487457 -240.336442
300	308	3	1	1	150	150	24.487457 -240.336442,42.416837 -236.280567
310	300	3	1	1	140	140	43.383927 -240.695636,24.487457 -240.336442
300	310	3	1	1	140	140	24.487457 -240.336442,43.383927 -240.695636
312	300	3	1	1	40	40	20.879433 -238.757258,24.487457 -240.336442
300	312	3	1	1	40	40	24.487457 -240.336442,20.879433 -238.757258
312	302	3	1	1	40	40	20.879433 -238.757258,8.589163 -242.629472
302	312	3	1	1	40	40	8.589163 -242.629472,20.879433 -238.757258
316	302	3	1	1	500	500	41.145065 -225.733704,8.589163 -242.629472
302	316	3	1	1	500	500	8.589163 -242.629472,41.145065 -225.733704
304	306	3	1	1	130	130	50.444518 -232.075935,51.794614 -239.397803
306	304	3	1	1	130	130	51.794614 -239.397803,50.444518 -232.075935
304	308	3	1	1	50	50	50.444518 -232.075935,42.416837 -236.280567
308	304	3	1	1	50	50	42.416837 -236.280567,50.444518 -232.075935
308	310	3	1	1	70	70	42.416837 -236.280567,43.383927 -240.695636
310	308	3	1	1	70	70	43.383927 -240.695636,42.416837 -236.280567
316	312	3	1	1	150	150	41.145065 -225.733704,20.879433 -238.757258
312	316	3	1	1	150	150	20.879433 -238.757258,41.145065 -225.733704
326	330	3	1	1	90	90	29.576333 -282.438617,37.846644 -296.910862
330	326	3	1	1	90	90	37.846644 -296.910862,29.576333 -282.438617
326	358	3	1	1	40	40	29.576333 -282.438617,38.819407 -282.771134
358	326	3	1	1	40	40	38.819407 -282.771134,29.576333 -282.438617
330	334	3	1	1	110	110	37.846644 -296.910862,47.312008 -282.105931
334	330	3	1	1	110	110	47.312008 -282.105931,37.846644 -296.910862
334	354	3	1	1	280	280	47.312008 -282.105931,53.758946 -256.323598
354	334	3	1	1	280	280	53.758946 -256.323598,47.312008 -282.105931
358	334	3	1	1	50	50	38.819407 -282.771134,47.312008 -282.105931
334	358	3	1	1	50	50	47.312008 -282.105931,38.819407 -282.771134
338	336	3	1	1	400	400	12.965128 -249.45419,50.219434 -247.443203
336	338	3	1	1	400	400	50.219434 -247.443203,12.965128 -249.45419
340	356	3	1	1	40	40	17.745996 -273.751628,25.49324 -277.122659
356	340	3	1	1	40	40	25.49324 -277.122659,17.745996 -273.751628
342	344	3	1	1	40	40	15.762558 -258.065597,23.570065 -260.832811
344	342	3	1	1	40	40	23.570065 -260.832811,15.762558 -258.065597
348	344	3	1	1	150	150	37.73281 -259.689606,23.570065 -260.832811
344	348	3	1	1	150	150	23.570065 -260.832811,37.73281 -259.689606
344	356	3	1	1	70	70	23.570065 -260.832811,25.49324 -277.122659
356	344	3	1	1	70	70	25.49324 -277.122659,23.570065 -260.832811
354	348	3	1	1	150	150	53.758946 -256.323598,37.73281 -259.689606
348	354	3	1	1	150	150	37.73281 -259.689606,53.758946 -256.323598
360	362	3	1	1	120	120	73.879916 -288.429024,43.124689 -290.058918
362	360	3	1	1	120	120	43.124689 -290.058918,73.879916 -288.429024
362	364	3	1	1	120	120	43.124689 -290.058918,20.276497 -282.690999
364	362	3	1	1	120	120	20.276497 -282.690999,43.124689 -290.058918
368	370	3	1	1	50	50	13.779789 -263.744957,16.796749 -279.683695
370	368	3	1	1	50	50	16.796749 -279.683695,13.779789 -263.744957
372	374	3	1	1	220	220	13.869772 -273.332639,15.507975 -302.738616
374	372	3	1	1	220	220	15.507975 -302.738616,13.869772 -273.332639
372	376	3	1	1	80	80	13.869772 -273.332639,16.87861 -288.290549
376	372	3	1	1	80	80	16.87861 -288.290549,13.869772 -273.332639
376	378	3	1	1	200	200	16.87861 -288.290549,18.164431 -312.10401
378	376	3	1	1	200	200	18.164431 -312.10401,16.87861 -288.290549
380	382	3	1	1	150	150	20.737117 -289.022178,21.733795 -319.810093
382	380	3	1	1	150	150	21.733795 -319.810093,20.737117 -289.022178
384	386	3	1	1	280	280	13.047355 -253.291661,13.791162 -292.223703
386	384	3	1	1	280	280	13.791162 -292.223703,13.047355 -253.291661
388	390	3	1	1	280	280	13.120114 -261.349766,14.616128 -303.400867
390	388	3	1	1	280	280	14.616128 -303.400867,13.120114 -261.349766
392	396	3	1	1	210	210	13.162233 -269.956209,15.185208 -311.269607
396	392	3	1	1	210	210	15.185208 -311.269607,13.162233 -269.956209
400	410	1	1	1	40	40	189.867071 -212.141162,179.937773 -207.877725
410	400	1	1	1	40	40	179.937773 -207.877725,189.867071 -212.141162
400	414	1	1	1	380	380	189.867071 -212.141162,198.884913 -186.218304
414	400	1	1	1	380	380	198.884913 -186.218304,189.867071 -212.141162
416	400	1	1	1	30	30	191.577782 -214.95252,189.867071 -212.141162
400	416	1	1	1	30	30	189.867071 -212.141162,191.577782 -214.95252
410	418	1	1	1	340	340	179.937773 -207.877725,179.819825 -187.141221
418	410	1	1	1	340	340	179.819825 -187.141221,179.937773 -207.877725
424	410	1	1	1	90	90	157.569826 -205.117151,179.937773 -207.877725
410	424	1	1	1	90	90	179.937773 -207.877725,157.569826 -205.117151
414	418	1	1	1	130	130	198.884913 -186.218304,179.819825 -187.141221
418	414	1	1	1	130	130	179.819825 -187.141221,198.884913 -186.218304
1184	414	1	1	1	70	70	207.552561 -183.038008,198.884913 -186.218304
414	1184	1	1	1	70	70	198.884913 -186.218304,207.552561 -183.038008
1192	416	1	1	1	70	70	211.165695 -202.742181,191.577782 -214.95252
416	1192	1	1	1	70	70	191.577782 -214.95252,211.165695 -202.742181
418	424	1	1	1	170	170	179.819825 -187.141221,157.569826 -205.117151
424	418	1	1	1	170	170	157.569826 -205.117151,179.819825 -187.141221
426	430	1	1	1	120	120	254.01325 -144.580969,262.978664 -132.420072
430	426	1	1	1	120	120	262.978664 -132.420072,254.01325 -144.580969
426	444	1	1	1	110	110	254.01325 -144.580969,261.424395 -134.188209
444	426	1	1	1	110	110	261.424395 -134.188209,254.01325 -144.580969
1066	426	1	1	1	370	370	284.267286 -127.877076,254.01325 -144.580969
426	1066	1	1	1	370	370	254.01325 -144.580969,284.267286 -127.877076
1088	426	1	1	1	20	20	249.622122 -150.918804,254.01325 -144.580969
426	1088	1	1	1	20	20	254.01325 -144.580969,249.622122 -150.918804
436	438	1	1	1	180	180	294.11827 -110.073274,284.181405 -113.252004
438	436	1	1	1	180	180	284.181405 -113.252004,294.11827 -110.073274
450	436	1	1	1	70	70	283.988688 -111.636835,294.11827 -110.073274
