ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
25	88	1	1	1	54	135	-90.499386 38.724886,-90.499421 38.724996000000004,-90.49947 38.725072999999995,-90.499701 38.725385
229	25	1	1	1	306	765	-90.499528 38.723265999999995,-90.499437 38.723399,-90.499388 38.723521000000005,-90.499356 38.723887000000005,-90.499368 38.724689999999995,-90.49938 38.724869,-90.499386 38.724886
25	229	1	1	1	306	765	-90.499386 38.724886,-90.49938 38.724869,-90.499368 38.724689999999995,-90.499356 38.723887000000005,-90.499388 38.723521000000005,-90.499437 38.723399,-90.499528 38.723265999999995
89	26	1	1	1	18	45	-90.501595 38.725156999999996,-90.501896 38.72489,-90.501961 38.724848,-90.502064 38.724787
26	89	1	1	1	18	45	-90.502064 38.724787,-90.501961 38.724848,-90.501896 38.72489,-90.501595 38.725156999999996
97	30	0	1	1	54	135	-90.506562 38.718757,-90.50662 38.718745999999996
30	97	0	1	1	54	135	-90.50662 38.718745999999996,-90.506562 38.718757
98	30	0	1	1	36	90	-90.506676 38.718625,-90.506676 38.718659,-90.506676 38.718697,-90.50665 38.718727,-90.506643 38.718732,-90.506632 38.71874,-90.50662 38.718745999999996
30	98	0	1	1	36	90	-90.50662 38.718745999999996,-90.506632 38.71874,-90.506643 38.718732,-90.50665 38.718727,-90.506676 38.718697,-90.506676 38.718659,-90.506676 38.718625
170	80	1	1	1	288	719	-90.505176 38.728698,-90.505391 38.728856,-90.505613 38.729066,-90.505696 38.72918,-90.505783 38.729355,-90.505998 38.729783999999995
80	170	1	1	1	288	719	-90.505998 38.729783999999995,-90.505783 38.729355,-90.505696 38.72918,-90.505613 38.729066,-90.505391 38.728856,-90.505176 38.728698
86	84	1	1	1	36	90	-90.505823 38.726648,-90.505864 38.726584,-90.505899 38.726507999999995,-90.505912 38.726437000000004,-90.505885 38.726338999999996,-90.505824 38.726251000000005
84	86	1	1	1	36	90	-90.505824 38.726251000000005,-90.505885 38.726338999999996,-90.505912 38.726437000000004,-90.505899 38.726507999999995,-90.505864 38.726584,-90.505823 38.726648
88	87	1	1	1	108	270	-90.499701 38.725385,-90.499414 38.725623
87	88	1	1	1	108	270	-90.499414 38.725623,-90.499701 38.725385
261	91	2	1	1	72	180	-90.505804 38.723092,-90.506014 38.72287,-90.506112 38.722798,-90.506184 38.722747,-90.506294 38.722712,-90.506444 38.722681
91	261	2	1	1	72	180	-90.506444 38.722681,-90.506294 38.722712,-90.506184 38.722747,-90.506112 38.722798,-90.506014 38.72287,-90.505804 38.723092
94	93	2	1	1	108	270	-90.506687 38.725751,-90.506872 38.725785
93	94	2	1	1	108	270	-90.506872 38.725785,-90.506687 38.725751
95	94	2	1	1	108	270	-90.506053 38.725271,-90.506063 38.725291999999996,-90.506243 38.725481,-90.506414 38.725623999999996,-90.506604 38.725721,-90.506687 38.725751
94	95	2	1	1	108	270	-90.506687 38.725751,-90.506604 38.725721,-90.506414 38.725623999999996,-90.506243 38.725481,-90.506063 38.725291999999996,-90.506053 38.725271
99	98	0	1	1	414	1035	-90.508163 38.718799000000004,-90.508163 38.718697,-90.508155 38.718576,-90.508133 38.718485,-90.508037 38.718269,-90.507958 38.718194,-90.507831 38.718148,-90.50766 38.718171,-90.507459 38.718232,-90.507205 38.718322,-90.507021 38.718409,-90.506785 38.718537999999995,-90.506676 38.718625
98	99	0	1	1	414	1035	-90.506676 38.718625,-90.506785 38.718537999999995,-90.507021 38.718409,-90.507205 38.718322,-90.507459 38.718232,-90.50766 38.718171,-90.507831 38.718148,-90.507958 38.718194,-90.508037 38.718269,-90.508133 38.718485,-90.508155 38.718576,-90.508163 38.718697,-90.508163 38.718799000000004
105	103	0	1	1	54	135	-90.50901 38.722697,-90.509038 38.72276,-90.509042 38.72283,-90.509018 38.722875,-90.508961 38.722899
103	105	0	1	1	54	135	-90.508961 38.722899,-90.509018 38.722875,-90.509042 38.72283,-90.509038 38.72276,-90.50901 38.722697
130	129	2	1	1	72	180	-90.502575 38.716836,-90.502406 38.716736,-90.502254 38.716672,-90.502098 38.716644,-90.501938 38.716629999999995,-90.501165 38.716633
129	130	2	1	1	72	180	-90.501165 38.716633,-90.501938 38.716629999999995,-90.502098 38.716644,-90.502254 38.716672,-90.502406 38.716736,-90.502575 38.716836
253	143	0	1	1	432	1080	-90.505229 38.713094999999996,-90.505245 38.712992,-90.505239 38.712928000000005,-90.505167 38.712717999999995,-90.505123 38.712648,-90.505055 38.712613000000005,-90.504927 38.712582999999995,-90.504806 38.712597,-90.504641 38.712637,-90.504206 38.712766,-90.504032 38.712824999999995
143	253	0	1	1	432	1080	-90.504032 38.712824999999995,-90.504206 38.712766,-90.504641 38.712637,-90.504806 38.712597,-90.504927 38.712582999999995,-90.505055 38.712613000000005,-90.505123 38.712648,-90.505167 38.712717999999995,-90.505239 38.712928000000005,-90.505245 38.712992,-90.505229 38.713094999999996
146	145	0	1	1	234	585	-90.507238 38.717039,-90.507206 38.717059,-90.507159 38.717087,-90.506244 38.71743
145	146	0	1	1	234	585	-90.506244 38.71743,-90.507159 38.717087,-90.507206 38.717059,-90.507238 38.717039
147	146	0	1	1	144	360	-90.50697 38.71634,-90.507127 38.716564000000005,-90.507261 38.716854999999995,-90.507261 38.716951,-90.507238 38.717039
146	147	0	1	1	144	360	-90.507238 38.717039,-90.507261 38.716951,-90.507261 38.716854999999995,-90.507127 38.716564000000005,-90.50697 38.71634
160	158	1	1	1	108	270	-90.511158 38.724126,-90.511181 38.724122,-90.511219 38.724115999999995,-90.511261 38.724135000000004,-90.511295 38.724185,-90.511424 38.724430999999996
158	160	1	1	1	108	270	-90.511424 38.724430999999996,-90.511295 38.724185,-90.511261 38.724135000000004,-90.511219 38.724115999999995,-90.511181 38.724122,-90.511158 38.724126
162	161	1	1	1	522	1305	-90.511555 38.724681000000004,-90.511592 38.724782000000005,-90.511599 38.724877,-90.511573 38.724956,-90.511531 38.724996000000004,-90.511455 38.725068,-90.511276 38.725143,-90.51106 38.725199,-90.510862 38.725252,-90.51079 38.725261,-90.510718 38.725255000000004,-90.510661 38.725232,-90.5106 38.725176000000005,-90.510566 38.725124,-90.51049 38.725004999999996
161	162	1	1	1	522	1305	-90.51049 38.725004999999996,-90.510566 38.725124,-90.5106 38.725176000000005,-90.510661 38.725232,-90.510718 38.725255000000004,-90.51079 38.725261,-90.510862 38.725252,-90.51106 38.725199,-90.511276 38.725143,-90.511455 38.725068,-90.511531 38.724996000000004,-90.511573 38.724956,-90.511599 38.724877,-90.511592 38.724782000000005,-90.511555 38.724681000000004
170	164	1	1	1	324	810	-90.505176 38.728698,-90.504925 38.728953000000004,-90.504869 38.729067,-90.504843 38.729181,-90.504899 38.729487,-90.504985 38.729995
164	170	1	1	1	324	810	-90.504985 38.729995,-90.504899 38.729487,-90.504843 38.729181,-90.504869 38.729067,-90.504925 38.728953000000004,-90.505176 38.728698
185	184	1	1	1	36	90	-90.511413 38.726428999999996,-90.511502 38.72654,-90.511537 38.726551,-90.51158 38.726541
184	185	1	1	1	36	90	-90.51158 38.726541,-90.511537 38.726551,-90.511502 38.72654,-90.511413 38.726428999999996
186	185	1	1	1	108	270	-90.511394 38.726213,-90.511366 38.726233,-90.511358 38.726289,-90.511387 38.726383999999996,-90.511413 38.726428999999996
185	186	1	1	1	108	270	-90.511413 38.726428999999996,-90.511387 38.726383999999996,-90.511358 38.726289,-90.511366 38.726233,-90.511394 38.726213
189	187	1	1	1	486	1215	-90.506795 38.728004999999996,-90.506908 38.727987,-90.507024 38.727989,-90.507114 38.728013000000004,-90.507183 38.728061,-90.507254 38.728149,-90.507367 38.728365,-90.507654 38.728995,-90.507665 38.729123,-90.507646 38.729186999999996
187	189	1	1	1	486	1215	-90.507646 38.729186999999996,-90.507665 38.729123,-90.507654 38.728995,-90.507367 38.728365,-90.507254 38.728149,-90.507183 38.728061,-90.507114 38.728013000000004,-90.507024 38.727989,-90.506908 38.727987,-90.506795 38.728004999999996
195	194	2	1	1	18	45	-90.503042 38.722042,-90.503246 38.722057
194	195	2	1	1	18	45	-90.503246 38.722057,-90.503042 38.722042
206	203	2	1	1	252	630	-90.502287 38.717972,-90.501233 38.718012,-90.501064 38.718034,-90.500972 38.718067000000005,-90.500858 38.718121
203	206	2	1	1	252	630	-90.500858 38.718121,-90.500972 38.718067000000005,-90.501064 38.718034,-90.501233 38.718012,-90.502287 38.717972
227	207	1	1	1	180	450	-90.50118 38.724576,-90.500898 38.724661999999995,-90.500741 38.724694,-90.500539 38.724712,-90.500302 38.724721
207	227	1	1	1	180	450	-90.500302 38.724721,-90.500539 38.724712,-90.500741 38.724694,-90.500898 38.724661999999995,-90.50118 38.724576
228	208	1	1	1	162	405	-90.500989 38.723771,-90.500235 38.723780000000005
208	228	1	1	1	162	405	-90.500235 38.723780000000005,-90.500989 38.723771
215	214	2	1	1	90	225	-90.499986 38.719277000000005,-90.500216 38.719677000000004,-90.500205 38.719718,-90.500187 38.719733000000005
214	215	2	1	1	90	225	-90.500187 38.719733000000005,-90.500205 38.719718,-90.500216 38.719677000000004,-90.499986 38.719277000000005
219	218	2	1	1	108	270	-90.499834 38.719347,-90.499654 38.719403,-90.499286 38.719484
218	219	2	1	1	108	270	-90.499286 38.719484,-90.499654 38.719403,-90.499834 38.719347
224	222	2	1	1	54	135	-90.499318 38.720366,-90.499311 38.720399,-90.499333 38.720451,-90.499383 38.720473999999996,-90.499472 38.720465000000004,-90.499502 38.720439999999996
222	224	2	1	1	54	135	-90.499502 38.720439999999996,-90.499472 38.720465000000004,-90.499383 38.720473999999996,-90.499333 38.720451,-90.499311 38.720399,-90.499318 38.720366
228	227	1	1	1	72	180	-90.500989 38.723771,-90.501064 38.724194,-90.501102 38.724357,-90.50118 38.724576
227	228	1	1	1	72	180	-90.50118 38.724576,-90.501102 38.724357,-90.501064 38.724194,-90.500989 38.723771
230	228	1	1	1	90	225	-90.500893 38.723085,-90.500941 38.723169999999996,-90.500962 38.723251000000005,-90.500989 38.723771
228	230	1	1	1	90	225	-90.500989 38.723771,-90.500962 38.723251000000005,-90.500941 38.723169999999996,-90.500893 38.723085
391	232	1	1	1	18	45	-90.508268 38.727019999999996,-90.508146 38.727087999999995,-90.507964 38.727188999999996,-90.507794 38.727273,-90.50762 38.727344,-90.507438 38.727405000000005,-90.507252 38.727456000000004,-90.507063 38.727496,-90.506929 38.727516,-90.506698 38.727537999999996
232	391	1	1	1	18	45	-90.506698 38.727537999999996,-90.506929 38.727516,-90.507063 38.727496,-90.507252 38.727456000000004,-90.507438 38.727405000000005,-90.50762 38.727344,-90.507794 38.727273,-90.507964 38.727188999999996,-90.508146 38.727087999999995,-90.508268 38.727019999999996
234	233	2	1	1	90	225	-90.508621 38.725905999999995,-90.508592 38.725922,-90.508572 38.725949,-90.508564 38.725982,-90.508565 38.726011,-90.508574 38.726033,-90.508604 38.72605,-90.508637 38.726056
233	234	2	1	1	90	225	-90.508637 38.726056,-90.508604 38.72605,-90.508574 38.726033,-90.508565 38.726011,-90.508564 38.725982,-90.508572 38.725949,-90.508592 38.725922,-90.508621 38.725905999999995
251	249	0	1	1	414	1035	-90.505621 38.713896,-90.505683 38.714051999999995,-90.505771 38.714325,-90.505779 38.71441,-90.505759 38.714489,-90.505727 38.714558,-90.505663 38.714658,-90.505607 38.714732,-90.505555 38.714768,-90.505444 38.714822,-90.504927 38.714978
249	251	0	1	1	414	1035	-90.504927 38.714978,-90.505444 38.714822,-90.505555 38.714768,-90.505607 38.714732,-90.505663 38.714658,-90.505727 38.714558,-90.505759 38.714489,-90.505779 38.71441,-90.505771 38.714325,-90.505683 38.714051999999995,-90.505621 38.713896
251	250	0	1	1	360	900	-90.505621 38.713896,-90.504597 38.714188,-90.504491 38.714229,-90.504405 38.71429,-90.504358 38.714354,-90.504348 38.714381
250	251	0	1	1	360	900	-90.504348 38.714381,-90.504358 38.714354,-90.504405 38.71429,-90.504491 38.714229,-90.504597 38.714188,-90.505621 38.713896
390	294	0	1	1	216	540	-90.502511 38.711124,-90.502611 38.711076,-90.502677 38.711014,-90.502724 38.710912,-90.502733 38.710818,-90.502728 38.710595999999995
294	390	0	1	1	216	540	-90.502728 38.710595999999995,-90.502733 38.710818,-90.502724 38.710912,-90.502677 38.711014,-90.502611 38.711076,-90.502511 38.711124
384	321	1	1	1	72	180	-90.502936 38.727283,-90.502898 38.727039000000005
321	384	1	1	1	72	180	-90.502898 38.727039000000005,-90.502936 38.727283
399	398	2	1	1	54	135	-90.501374 38.7202,-90.501228 38.720028
398	399	2	1	1	54	135	-90.501228 38.720028,-90.501374 38.7202
188	3	-1	0	1	0	0	-90.507551 38.729295,-90.50749 38.72931,-90.507469 38.72931
3	188	-1	0	1	0	0	-90.507469 38.72931,-90.50749 38.72931,-90.507551 38.729295
78	13	-1	0	1	0	0	-90.498807 38.724783,-90.498818 38.726051999999996
13	78	-1	0	1	0	0	-90.498818 38.726051999999996,-90.498807 38.724783
403	13	-1	0	1	0	0	-90.498862 38.730519,-90.498861 38.730344,-90.498849 38.729835,-90.498853 38.729274000000004,-90.498848 38.728882999999996,-90.498847 38.728462,-90.498848 38.728259,-90.498833 38.727764,-90.498826 38.727553,-90.498824 38.727284,-90.498813 38.726565,-90.498812 38.726195000000004,-90.498818 38.726051999999996
13	403	-1	0	1	0	0	-90.498818 38.726051999999996,-90.498812 38.726195000000004,-90.498813 38.726565,-90.498824 38.727284,-90.498826 38.727553,-90.498833 38.727764,-90.498848 38.728259,-90.498847 38.728462,-90.498848 38.728882999999996,-90.498853 38.729274000000004,-90.498849 38.729835,-90.498861 38.730344,-90.498862 38.730519
134	21	-1	0	1	0	0	-90.501162 38.713682,-90.50122 38.713578999999996,-90.501233 38.713543
21	134	-1	0	1	0	0	-90.501233 38.713543,-90.50122 38.713578999999996,-90.501162 38.713682
174	26	-1	0	1	0	0	-90.502539 38.724592,-90.502277 38.724683,-90.502123 38.724753,-90.502064 38.724787
26	174	-1	0	1	0	0	-90.502064 38.724787,-90.502123 38.724753,-90.502277 38.724683,-90.502539 38.724592
282	36	-1	0	1	0	0	-90.500989 38.709458999999995,-90.501169 38.709392,-90.501225 38.709383,-90.501245 38.709389,-90.501261 38.709405000000004,-90.501393 38.709585000000004
36	282	-1	0	1	0	0	-90.501393 38.709585000000004,-90.501261 38.709405000000004,-90.501245 38.709389,-90.501225 38.709383,-90.501169 38.709392,-90.500989 38.709458999999995
255	66	-1	0	1	0	0	-90.50605 38.715123,-90.505764 38.715303,-90.505615 38.715362999999996,-90.505007 38.71555,-90.504778 38.71566
66	255	-1	0	1	0	0	-90.504778 38.71566,-90.505007 38.71555,-90.505615 38.715362999999996,-90.505764 38.715303,-90.50605 38.715123
71	70	-1	0	1	0	0	-90.507252 38.72147,-90.50714 38.721518,-90.507024 38.721574000000004
70	71	-1	0	1	0	0	-90.507024 38.721574000000004,-90.50714 38.721518,-90.507252 38.72147
288	78	-1	0	1	0	0	-90.498785 38.714957999999996,-90.498802 38.718422000000004,-90.498792 38.719439,-90.49882 38.721495000000004,-90.498807 38.724783
78	288	-1	0	1	0	0	-90.498807 38.724783,-90.49882 38.721495000000004,-90.498792 38.719439,-90.498802 38.718422000000004,-90.498785 38.714957999999996
98	97	-1	0	1	0	0	-90.506676 38.718625,-90.506623 38.71861,-90.506584 38.718606,-90.506553 38.71861,-90.506523 38.718633,-90.506518 38.718666999999996,-90.506518 38.718716,-90.506562 38.718757
97	98	-1	0	1	0	0	-90.506562 38.718757,-90.506518 38.718716,-90.506518 38.718666999999996,-90.506523 38.718633,-90.506553 38.71861,-90.506584 38.718606,-90.506623 38.71861,-90.506676 38.718625
107	100	-1	0	1	0	0	-90.509196 38.720951,-90.50884 38.720957999999996,-90.508464 38.72101
100	107	-1	0	1	0	0	-90.508464 38.72101,-90.50884 38.720957999999996,-90.509196 38.720951
104	103	-1	0	1	0	0	-90.508884 38.722805,-90.508909 38.722871999999995,-90.508961 38.722899
103	104	-1	0	1	0	0	-90.508961 38.722899,-90.508909 38.722871999999995,-90.508884 38.722805
105	104	-1	0	1	0	0	-90.50901 38.722697,-90.508933 38.722735,-90.508884 38.722805
104	105	-1	0	1	0	0	-90.508884 38.722805,-90.508933 38.722735,-90.50901 38.722697
113	107	-1	0	1	0	0	-90.511139 38.722916,-90.510488 38.721709000000004,-90.510355 38.721503,-90.510226 38.72137,-90.510068 38.721233999999995,-90.50987 38.721119,-90.509632 38.721030999999996,-90.509402 38.720968,-90.509196 38.720951
107	113	-1	0	1	0	0	-90.509196 38.720951,-90.509402 38.720968,-90.509632 38.721030999999996,-90.50987 38.721119,-90.510068 38.721233999999995,-90.510226 38.72137,-90.510355 38.721503,-90.510488 38.721709000000004,-90.511139 38.722916
132	131	-1	0	1	0	0	-90.502377 38.715848,-90.502456 38.715805,-90.502499 38.715787,-90.502545 38.715778,-90.502579 38.715781
131	132	-1	0	1	0	0	-90.502579 38.715781,-90.502545 38.715778,-90.502499 38.715787,-90.502456 38.715805,-90.502377 38.715848
163	158	-1	0	1	0	0	-90.511493 38.724552,-90.511424 38.724430999999996
158	163	-1	0	1	0	0	-90.511424 38.724430999999996,-90.511493 38.724552
348	165	-1	0	1	0	0	-90.502984 38.727261,-90.503033 38.727241
165	348	-1	0	1	0	0	-90.503033 38.727241,-90.502984 38.727261
168	167	-1	0	1	0	0	-90.505546 38.727533,-90.505429 38.727516
167	168	-1	0	1	0	0	-90.505429 38.727516,-90.505546 38.727533
349	167	-1	0	1	0	0	-90.503499 38.725751,-90.503646 38.726104,-90.50393 38.726552999999996,-90.504234 38.726895,-90.504443 38.727087,-90.504632 38.727211,-90.504866 38.727333,-90.505047 38.727402999999995,-90.505306 38.727479,-90.505429 38.727516
167	349	-1	0	1	0	0	-90.505429 38.727516,-90.505306 38.727479,-90.505047 38.727402999999995,-90.504866 38.727333,-90.504632 38.727211,-90.504443 38.727087,-90.504234 38.726895,-90.50393 38.726552999999996,-90.503646 38.726104,-90.503499 38.725751
175	174	-1	0	1	0	0	-90.502595 38.724587,-90.502539 38.724592
174	175	-1	0	1	0	0	-90.502539 38.724592,-90.502595 38.724587
188	187	-1	0	1	0	0	-90.507551 38.729295,-90.507632 38.729209999999995,-90.507646 38.729186999999996
187	188	-1	0	1	0	0	-90.507646 38.729186999999996,-90.507632 38.729209999999995,-90.507551 38.729295
199	198	-1	0	1	0	0	-90.502322 38.718764,-90.502391 38.718764
198	199	-1	0	1	0	0	-90.502391 38.718764,-90.502322 38.718764
219	214	-1	0	1	0	0	-90.499834 38.719347,-90.500088 38.719732,-90.500123 38.719753,-90.500187 38.719733000000005
214	219	-1	0	1	0	0	-90.500187 38.719733000000005,-90.500123 38.719753,-90.500088 38.719732,-90.499834 38.719347
259	255	-1	0	1	0	0	-90.50621 38.713713,-90.506369 38.714107999999996,-90.506389 38.714177,-90.506412 38.714335,-90.506395 38.714484,-90.506358 38.714666,-90.506297 38.714833,-90.506187 38.714988000000005,-90.50605 38.715123
255	259	-1	0	1	0	0	-90.50605 38.715123,-90.506187 38.714988000000005,-90.506297 38.714833,-90.506358 38.714666,-90.506395 38.714484,-90.506412 38.714335,-90.506389 38.714177,-90.506369 38.714107999999996,-90.50621 38.713713
262	260	-1	0	1	0	0	-90.504706 38.723124999999996,-90.504044 38.723482000000004
260	262	-1	0	1	0	0	-90.504044 38.723482000000004,-90.504706 38.723124999999996
263	262	-1	0	1	0	0	-90.504818 38.723058,-90.504763 38.723091,-90.504706 38.723124999999996
262	263	-1	0	1	0	0	-90.504706 38.723124999999996,-90.504763 38.723091,-90.504818 38.723058
380	273	-1	0	1	0	0	-90.498853 38.73167,-90.498851 38.731516
273	380	-1	0	1	0	0	-90.498851 38.731516,-90.498853 38.73167
402	273	-1	0	1	0	0	-90.498865 38.730855,-90.498867 38.731057,-90.498867 38.731117999999995,-90.498867 38.731162999999995,-90.498865 38.731245,-90.498864 38.731293,-90.498866 38.731336,-90.498866 38.73137,-90.498851 38.731516
273	402	-1	0	1	0	0	-90.498851 38.731516,-90.498866 38.73137,-90.498866 38.731336,-90.498864 38.731293,-90.498865 38.731245,-90.498867 38.731162999999995,-90.498867 38.731117999999995,-90.498867 38.731057,-90.498865 38.730855
317	274	-1	0	1	0	0	-90.499193 38.731879,-90.499201 38.731877999999995,-90.499654 38.731809999999996
274	317	-1	0	1	0	0	-90.499654 38.731809999999996,-90.499201 38.731877999999995,-90.499193 38.731879
365	274	-1	0	1	0	0	-90.499874 38.731777,-90.499654 38.731809999999996
274	365	-1	0	1	0	0	-90.499654 38.731809999999996,-90.499874 38.731777
279	275	-1	0	1	0	0	-90.51007 38.72904,-90.510092 38.729089,-90.510211 38.729305,-90.510263 38.729428999999996
275	279	-1	0	1	0	0	-90.510263 38.729428999999996,-90.510211 38.729305,-90.510092 38.729089,-90.51007 38.72904
286	275	-1	0	1	0	0	-90.510397 38.729406,-90.510263 38.729428999999996
275	286	-1	0	1	0	0	-90.510263 38.729428999999996,-90.510397 38.729406
339	275	-1	0	1	0	0	-90.510358 38.729747,-90.510296 38.729521,-90.510263 38.729428999999996
275	339	-1	0	1	0	0	-90.510263 38.729428999999996,-90.510296 38.729521,-90.510358 38.729747
377	275	-1	0	1	0	0	-90.5096 38.729517,-90.510263 38.729428999999996
275	377	-1	0	1	0	0	-90.510263 38.729428999999996,-90.5096 38.729517
333	276	-1	0	1	0	0	-90.508808 38.727092999999996,-90.50841 38.727173
276	333	-1	0	1	0	0	-90.50841 38.727173,-90.508808 38.727092999999996
383	276	-1	0	1	0	0	-90.508691 38.729665,-90.508597 38.729490999999996,-90.508529 38.729372999999995,-90.508264 38.728891000000004,-90.508238 38.728815,-90.508238 38.728744,-90.508266 38.728702999999996,-90.508515 38.728578999999996,-90.508595 38.72852,-90.508614 38.728476,-90.508524 38.727688,-90.508486 38.727453,-90.508442 38.727241,-90.50841 38.727173
276	383	-1	0	1	0	0	-90.50841 38.727173,-90.508442 38.727241,-90.508486 38.727453,-90.508524 38.727688,-90.508614 38.728476,-90.508595 38.72852,-90.508515 38.728578999999996,-90.508266 38.728702999999996,-90.508238 38.728744,-90.508238 38.728815,-90.508264 38.728891000000004,-90.508529 38.729372999999995,-90.508597 38.729490999999996,-90.508691 38.729665
391	276	-1	0	1	0	0	-90.508268 38.727019999999996,-90.508402 38.727162,-90.50841 38.727173
276	391	-1	0	1	0	0	-90.50841 38.727173,-90.508402 38.727162,-90.508268 38.727019999999996
337	278	-1	0	1	0	0	-90.499831 38.731503000000004,-90.499809 38.731370999999996
278	337	-1	0	1	0	0	-90.499809 38.731370999999996,-90.499831 38.731503000000004
300	279	-1	0	1	0	0	-90.510638 38.728856,-90.51007 38.72904
279	300	-1	0	1	0	0	-90.51007 38.72904,-90.510638 38.728856
318	279	-1	0	1	0	0	-90.51003 38.728884,-90.510048 38.728989,-90.51007 38.72904
279	318	-1	0	1	0	0	-90.51007 38.72904,-90.510048 38.728989,-90.51003 38.728884
386	279	-1	0	1	0	0	-90.50945 38.729243,-90.51007 38.72904
279	386	-1	0	1	0	0	-90.51007 38.72904,-90.50945 38.729243
369	281	-1	0	1	0	0	-90.50901 38.72961,-90.508928 38.729445999999996
281	369	-1	0	1	0	0	-90.508928 38.729445999999996,-90.50901 38.72961
