ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
43	267	13	1	1	69	69	625.87 647.23,632.73 651.35
43	283	13	1	1	200	200	625.87 647.23,619.62 641.15
283	43	13	1	1	200	200	619.62 641.15,625.87 647.23
46	45	13	1	1	364	364	637.53 642.27,635.45 632.71
45	46	13	1	1	364	364	635.45 632.71,637.53 642.27
51	45	13	1	1	84	84	629.1 628.43,635.45 632.71
45	51	13	1	1	84	84	635.45 632.71,629.1 628.43
45	281	13	1	1	72	72	635.45 632.71,638.8 625.5
281	45	13	1	1	72	72	638.8 625.5,635.45 632.71
46	266	13	1	1	233	233	637.53 642.27,638.75 649.99
266	46	13	1	1	233	233	638.75 649.99,637.53 642.27
1812	46	13	1	1	51	51	636.89 647.71,637.53 642.27
46	1812	13	1	1	51	51	637.53 642.27,636.89 647.71
48	47	34	1	1	90	90	599.66 662.98,594.06 672.13
47	48	34	1	1	90	90	594.06 672.13,599.66 662.98
47	60	48	1	1	101	101	594.06 672.13,589.26 675.97
60	47	48	1	1	101	101	589.26 675.97,594.06 672.13
47	1813	48	1	1	482	482	594.06 672.13,589.56 679.87
1813	47	48	1	1	482	482	589.56 679.87,594.06 672.13
274	48	13	1	1	124	124	612.75 663.23,599.66 662.98
48	274	13	1	1	124	124	599.66 662.98,612.75 663.23
48	307	34	1	1	117	117	599.66 662.98,590.37 654.04
307	48	34	1	1	117	117	590.37 654.04,599.66 662.98
50	49	48	1	1	169	169	584.7 694.99,570.07 693.36
49	50	48	1	1	169	169	570.07 693.36,584.7 694.99
49	58	48	1	1	185	185	570.07 693.36,565.37 691.88
58	49	48	1	1	185	185	565.37 691.88,570.07 693.36
49	66	48	1	1	378	378	570.07 693.36,556.58 691.14
66	49	48	1	1	378	378	556.58 691.14,570.07 693.36
257	50	36	1	1	250	250	600.48 697.78,584.7 694.99
50	257	36	1	1	250	250	584.7 694.99,600.48 697.78
51	53	13	1	1	138	138	629.1 628.43,624.8 635.4
53	51	13	1	1	138	138	624.8 635.4,629.1 628.43
2115	51	13	1	1	191	191	627.27 619.58,629.1 628.43
51	2115	13	1	1	191	191	629.1 628.43,627.27 619.58
53	52	13	1	1	102	102	624.8 635.4,624.27 632.39
52	53	13	1	1	102	102	624.27 632.39,624.8 635.4
52	61	13	1	1	96	96	624.27 632.39,619.82 629.86
61	52	13	1	1	96	96	619.82 629.86,624.27 632.39
2140	52	13	1	1	103	103	628.37 634.0,624.27 632.39
52	2140	13	1	1	103	103	624.27 632.39,628.37 634.0
53	283	13	1	1	98	98	624.8 635.4,619.62 641.15
283	53	13	1	1	98	98	619.62 641.15,624.8 635.4
55	54	48	1	1	113	113	586.34 680.1,580.77 681.12
54	55	48	1	1	113	113	580.77 681.12,586.34 680.1
54	309	48	1	1	105	105	580.77 681.12,576.01 682.6
309	54	48	1	1	105	105	576.01 682.6,580.77 681.12
1949	54	48	1	1	297	297	578.29 677.99,580.77 681.12
54	1949	48	1	1	297	297	580.77 681.12,578.29 677.99
60	55	48	1	1	425	425	589.26 675.97,586.34 680.1
55	60	48	1	1	425	425	586.34 680.1,589.26 675.97
1813	55	48	1	1	124	124	589.56 679.87,586.34 680.1
55	1813	48	1	1	124	124	586.34 680.1,589.56 679.87
57	56	13	1	1	150	150	602.78 644.72,594.19 645.84
56	57	13	1	1	150	150	594.19 645.84,602.78 644.72
56	307	34	1	1	95	95	594.19 645.84,590.37 654.04
307	56	34	1	1	95	95	590.37 654.04,594.19 645.84
56	2178	34	1	1	310	310	594.19 645.84,590.17 638.1
2178	56	34	1	1	310	310	590.17 638.1,594.19 645.84
282	57	13	1	1	94	94	610.93 642.24,602.78 644.72
57	282	13	1	1	94	94	602.78 644.72,610.93 642.24
63	58	48	1	1	72	72	573.02 690.41,565.37 691.88
58	63	48	1	1	72	72	565.37 691.88,573.02 690.41
58	66	48	1	1	90	90	565.37 691.88,556.58 691.14
66	58	48	1	1	90	90	556.58 691.14,565.37 691.88
60	59	48	1	1	120	120	589.26 675.97,584.05 677.18
59	60	48	1	1	120	120	584.05 677.18,589.26 675.97
59	1949	48	1	1	114	114	584.05 677.18,578.29 677.99
1949	59	48	1	1	114	114	578.29 677.99,584.05 677.18
324	61	13	1	1	113	113	620.82 622.46,619.82 629.86
61	324	13	1	1	113	113	619.82 629.86,620.82 622.46
61	1938	13	1	1	101	101	619.82 629.86,616.11 636.1
1938	61	13	1	1	101	101	616.11 636.1,619.82 629.86
308	63	48	1	1	180	180	577.9 687.61,573.02 690.41
63	308	48	1	1	180	180	573.02 690.41,577.9 687.61
66	1768	34	1	1	76	76	556.58 691.14,540.37 687.82
1768	66	34	1	1	76	76	540.37 687.82,556.58 691.14
68	67	0	1	1	347	347	494.87 726.11,501.34 727.09
67	68	0	1	1	347	347	501.34 727.09,494.87 726.11
67	265	0	1	1	222	222	501.34 727.09,507.9 725.11
265	67	0	1	1	222	222	507.9 725.11,501.34 727.09
1739	67	0	1	1	387	387	498.45 729.69,501.34 727.09
67	1739	0	1	1	387	387	501.34 727.09,498.45 729.69
84	68	0	1	1	98	98	490.68 739.14,494.87 726.11
68	84	0	1	1	98	98	494.87 726.11,490.68 739.14
338	68	0	1	1	129	129	495.21 712.48,494.87 726.11
68	338	0	1	1	129	129	494.87 726.11,495.21 712.48
68	1739	0	1	1	231	231	494.87 726.11,498.45 729.69
1739	68	0	1	1	231	231	498.45 729.69,494.87 726.11
1768	69	34	1	1	102	102	540.37 687.82,520.08 691.68
69	1768	34	1	1	102	102	520.08 691.68,540.37 687.82
72	71	13	1	1	97	97	618.16 607.13,609.71 609.53
71	72	13	1	1	97	97	609.71 609.53,618.16 607.13
71	75	13	1	1	262	262	609.71 609.53,602.44 616.55
75	71	13	1	1	262	262	602.44 616.55,609.71 609.53
77	71	17	1	1	102	102	609.81 602.72,609.71 609.53
71	77	17	1	1	102	102	609.71 609.53,609.81 602.72
72	323	13	1	1	147	147	618.16 607.13,615.01 617.33
323	72	13	1	1	147	147	615.01 617.33,618.16 607.13
1597	72	13	1	1	312	312	626.43 597.34,618.16 607.13
72	1597	13	1	1	312	312	618.16 607.13,626.43 597.34
74	73	17	1	1	127	127	621.24 587.32,615.53 595.06
73	74	17	1	1	127	127	615.53 595.06,621.24 587.32
73	77	17	1	1	84	84	615.53 595.06,609.81 602.72
77	73	17	1	1	84	84	609.81 602.72,615.53 595.06
73	80	17	1	1	134	134	615.53 595.06,612.03 593.83
80	73	17	1	1	134	134	612.03 593.83,615.53 595.06
74	1388	17	1	1	242	242	621.24 587.32,614.93 587.53
1388	74	17	1	1	242	242	614.93 587.53,621.24 587.32
1560	74	17	1	1	73	73	629.37 580.45,621.24 587.32
74	1560	17	1	1	73	73	621.24 587.32,629.37 580.45
360	75	13	1	1	97	97	606.57 623.35,602.44 616.55
75	360	13	1	1	97	97	602.44 616.55,606.57 623.35
75	1814	13	1	1	106	106	602.44 616.55,591.84 617.09
1814	75	13	1	1	106	106	591.84 617.09,602.44 616.55
77	76	17	1	1	78	78	609.81 602.72,602.8 606.29
76	77	17	1	1	78	78	602.8 606.29,609.81 602.72
76	97	17	1	1	81	81	602.8 606.29,599.26 603.93
97	76	17	1	1	81	81	599.26 603.93,602.8 606.29
76	1815	17	1	1	327	327	602.8 606.29,597.25 611.71
1815	76	17	1	1	327	327	597.25 611.71,602.8 606.29
79	78	34	1	1	105	105	554.54 661.49,551.37 671.29
78	79	34	1	1	105	105	551.37 671.29,554.54 661.49
78	83	34	1	1	366	366	551.37 671.29,548.32 679.62
83	78	34	1	1	366	366	548.32 679.62,551.37 671.29
98	78	34	1	1	102	102	548.47 667.08,551.37 671.29
78	98	34	1	1	102	102	551.37 671.29,548.47 667.08
78	1769	34	1	1	119	119	551.37 671.29,551.8 678.61
1769	78	34	1	1	119	119	551.8 678.61,551.37 671.29
79	86	34	1	1	103	103	554.54 661.49,553.44 653.87
86	79	34	1	1	103	103	553.44 653.87,554.54 661.49
1890	79	34	1	1	254	254	559.46 655.67,554.54 661.49
79	1890	34	1	1	254	254	554.54 661.49,559.46 655.67
80	1714	17	1	1	132	132	612.03 593.83,607.93 593.19
1714	80	17	1	1	132	132	607.93 593.19,612.03 593.83
2013	80	17	1	1	48	48	613.57 591.11,612.03 593.83
80	2013	17	1	1	48	48	612.03 593.83,613.57 591.11
82	81	0	1	1	122	122	484.63 741.48,481.69 745.24
81	82	0	1	1	122	122	481.69 745.24,484.63 741.48
388	81	0	1	1	223	223	478.25 748.22,481.69 745.24
81	388	0	1	1	223	223	481.69 745.24,478.25 748.22
81	389	0	1	1	357	357	481.69 745.24,478.76 742.6
389	81	0	1	1	357	357	478.76 742.6,481.69 745.24
84	82	0	1	1	169	169	490.68 739.14,484.63 741.48
82	84	0	1	1	169	169	484.63 741.48,490.68 739.14
82	389	0	1	1	849	849	484.63 741.48,478.76 742.6
389	82	0	1	1	849	849	478.76 742.6,484.63 741.48
361	83	34	1	1	75	75	544.02 685.67,548.32 679.62
83	361	34	1	1	75	75	548.32 679.62,544.02 685.67
83	2236	34	1	1	35	35	548.32 679.62,548.66 684.66
2236	83	34	1	1	35	35	548.66 684.66,548.32 679.62
85	84	0	1	1	108	108	488.34 751.43,490.68 739.14
84	85	0	1	1	108	108	490.68 739.14,488.34 751.43
85	362	0	1	1	116	116	488.34 751.43,488.77 760.99
362	85	0	1	1	116	116	488.77 760.99,488.34 751.43
381	85	0	1	1	66	66	482.35 756.42,488.34 751.43
85	381	0	1	1	66	66	488.34 751.43,482.35 756.42
86	1540	34	1	1	109	109	553.44 653.87,549.97 649.46
1540	86	34	1	1	109	109	549.97 649.46,553.44 653.87
2339	86	34	1	1	258	258	554.34 647.41,553.44 653.87
86	2339	34	1	1	258	258	553.44 653.87,554.34 647.41
88	87	34	1	1	93	93	544.9 671.9,541.95 676.87
87	88	34	1	1	93	93	541.95 676.87,544.9 671.9
87	95	34	1	1	98	98	541.95 676.87,542.1 683.05
95	87	34	1	1	98	98	542.1 683.05,541.95 676.87
111	87	34	1	1	290	290	545.31 676.77,541.95 676.87
87	111	34	1	1	290	290	541.95 676.87,545.31 676.77
98	88	34	1	1	94	94	548.47 667.08,544.9 671.9
88	98	34	1	1	94	94	544.9 671.9,548.47 667.08
109	88	34	1	1	314	314	546.02 668.75,544.9 671.9
88	109	34	1	1	314	314	544.9 671.9,546.02 668.75
90	89	0	1	1	30	30	486.7 771.4,485.33 764.15
89	90	0	1	1	30	30	485.33 764.15,486.7 771.4
362	89	0	1	1	64	64	488.77 760.99,485.33 764.15
89	362	0	1	1	64	64	485.33 764.15,488.77 760.99
89	381	0	1	1	123	123	485.33 764.15,482.35 756.42
381	89	0	1	1	123	123	482.35 756.42,485.33 764.15
91	90	0	1	1	63	63	489.9 768.77,486.7 771.4
90	91	0	1	1	63	63	486.7 771.4,489.9 768.77
90	2392	0	1	1	40	40	486.7 771.4,486.86 777.25
2392	90	0	1	1	40	40	486.86 777.25,486.7 771.4
362	91	0	1	1	29	29	488.77 760.99,489.9 768.77
91	362	0	1	1	29	29	489.9 768.77,488.77 760.99
1994	91	0	1	1	24	24	491.7 773.83,489.9 768.77
91	1994	0	1	1	24	24	489.9 768.77,491.7 773.83
93	92	34	1	1	80	80	550.15 637.12,547.19 620.72
92	93	34	1	1	80	80	547.19 620.72,550.15 637.12
92	104	45	1	1	211	211	547.19 620.72,529.46 605.43
104	92	45	1	1	211	211	529.46 605.43,547.19 620.72
1535	92	34	1	1	63	63	566.3 625.93,547.19 620.72
92	1535	34	1	1	63	63	547.19 620.72,566.3 625.93
1540	93	34	1	1	255	255	549.97 649.46,550.15 637.12
93	1540	34	1	1	255	255	550.15 637.12,549.97 649.46
2339	93	34	1	1	94	94	554.34 647.41,550.15 637.12
93	2339	34	1	1	94	94	550.15 637.12,554.34 647.41
95	94	34	1	1	113	113	542.1 683.05,543.84 688.09
94	95	34	1	1	113	113	543.84 688.09,542.1 683.05
94	385	34	1	1	57	57	543.84 688.09,544.14 692.16
385	94	34	1	1	57	57	544.14 692.16,543.84 688.09
2236	94	34	1	1	72	72	548.66 684.66,543.84 688.09
94	2236	34	1	1	72	72	543.84 688.09,548.66 684.66
107	95	34	1	1	95	95	546.14 688.3,542.1 683.05
95	107	34	1	1	95	95	542.1 683.05,546.14 688.3
97	96	17	1	1	93	93	599.26 603.93,600.53 599.05
96	97	17	1	1	93	93	600.53 599.05,599.26 603.93
96	386	17	1	1	359	359	600.53 599.05,593.57 603.98
386	96	17	1	1	359	359	593.57 603.98,600.53 599.05
1714	96	17	1	1	211	211	607.93 593.19,600.53 599.05
96	1714	17	1	1	211	211	600.53 599.05,607.93 593.19
97	380	17	1	1	315	315	599.26 603.93,595.78 608.07
380	97	17	1	1	315	315	595.78 608.07,599.26 603.93
99	98	34	1	1	122	122	548.27 660.42,548.47 667.08
98	99	34	1	1	122	122	548.47 667.08,548.27 660.42
109	99	34	1	1	211	211	546.02 668.75,548.27 660.42
99	109	34	1	1	211	211	548.27 660.42,546.02 668.75
99	1540	34	1	1	99	99	548.27 660.42,549.97 649.46
1540	99	34	1	1	99	99	549.97 649.46,548.27 660.42
101	100	0	1	1	324	324	474.25 752.24,467.97 752.67
100	101	0	1	1	324	324	467.97 752.67,474.25 752.24
100	429	0	1	1	396	396	467.97 752.67,464.67 745.27
429	100	0	1	1	396	396	464.67 745.27,467.97 752.67
2015	100	0	1	1	113	113	465.78 760.26,467.97 752.67
100	2015	0	1	1	113	113	467.97 752.67,465.78 760.26
101	381	0	1	1	128	128	474.25 752.24,482.35 756.42
381	101	0	1	1	128	128	482.35 756.42,474.25 752.24
388	101	0	1	1	95	95	478.25 748.22,474.25 752.24
101	388	0	1	1	95	95	474.25 752.24,478.25 748.22
1918	101	0	1	1	96	96	467.49 746.76,474.25 752.24
101	1918	0	1	1	96	96	474.25 752.24,467.49 746.76
103	102	45	1	1	192	192	527.73 539.65,528.69 544.16
102	103	45	1	1	192	192	528.69 544.16,527.73 539.65
102	1177	45	1	1	12	12	528.69 544.16,524.78 547.42
1177	102	45	1	1	12	12	524.78 547.42,528.69 544.16
103	1171	45	1	1	252	252	527.73 539.65,523.04 537.34
1171	103	45	1	1	252	252	523.04 537.34,527.73 539.65
2133	103	45	1	1	347	347	527.64 536.54,527.73 539.65
103	2133	45	1	1	347	347	527.73 539.65,527.64 536.54
104	1928	45	1	1	83	83	529.46 605.43,522.04 592.85
1928	104	45	1	1	83	83	522.04 592.85,529.46 605.43
106	105	45	1	1	77	77	521.01 552.32,516.2 550.72
105	106	45	1	1	77	77	516.2 550.72,521.01 552.32
105	114	45	1	1	151	151	516.2 550.72,510.94 552.99
114	105	45	1	1	151	151	510.94 552.99,516.2 550.72
105	446	45	1	1	434	434	516.2 550.72,516.48 545.89
446	105	45	1	1	434	434	516.48 545.89,516.2 550.72
106	387	45	1	1	341	341	521.01 552.32,517.88 557.22
387	106	45	1	1	341	341	517.88 557.22,521.01 552.32
1177	106	45	1	1	122	122	524.78 547.42,521.01 552.32
106	1177	45	1	1	122	122	521.01 552.32,524.78 547.42
108	107	34	1	1	152	152	546.6 684.94,546.14 688.3
107	108	34	1	1	152	152	546.14 688.3,546.6 684.94
110	107	34	1	1	236	236	547.73 691.67,546.14 688.3
107	110	34	1	1	236	236	546.14 688.3,547.73 691.67
110	108	34	1	1	131	131	547.73 691.67,546.6 684.94
108	110	34	1	1	131	131	546.6 684.94,547.73 691.67
111	108	34	1	1	55	55	545.31 676.77,546.6 684.94
108	111	34	1	1	55	55	546.6 684.94,545.31 676.77
111	109	34	1	1	210	210	545.31 676.77,546.02 668.75
109	111	34	1	1	210	210	546.02 668.75,545.31 676.77
399	110	34	1	1	118	118	546.64 696.31,547.73 691.67
110	399	34	1	1	118	118	547.73 691.67,546.64 696.31
113	112	45	1	1	58	58	532.18 587.16,527.19 586.53
112	113	45	1	1	58	58	527.19 586.53,532.18 587.16
112	406	45	1	1	136	136	527.19 586.53,521.8 588.32
406	112	45	1	1	136	136	521.8 588.32,527.19 586.53
112	427	45	1	1	120	120	527.19 586.53,523.26 585.93
427	112	45	1	1	120	120	523.26 585.93,527.19 586.53
114	430	45	1	1	151	151	510.94 552.99,505.26 556.29
430	114	45	1	1	151	151	505.26 556.29,510.94 552.99
114	445	45	1	1	396	396	510.94 552.99,510.37 545.07
445	114	45	1	1	396	396	510.37 545.07,510.94 552.99
2058	114	45	1	1	322	322	512.44 560.13,510.94 552.99
114	2058	45	1	1	322	322	510.94 552.99,512.44 560.13
118	117	4	1	1	102	102	500.83 645.23,503.93 642.25
117	118	4	1	1	102	102	503.93 642.25,500.83 645.23
117	136	4	1	1	84	84	503.93 642.25,504.53 636.85
136	117	4	1	1	84	84	504.53 636.85,503.93 642.25
1741	117	4	1	1	96	96	508.02 647.5,503.93 642.25
117	1741	4	1	1	96	96	503.93 642.25,508.02 647.5
120	119	1	1	1	136	136	515.09 612.78,519.25 613.61
119	120	1	1	1	136	136	519.25 613.61,515.09 612.78
119	447	1	1	1	191	191	519.25 613.61,515.62 609.33
447	119	1	1	1	191	191	515.62 609.33,519.25 613.61
1627	119	1	1	1	144	144	523.15 616.89,519.25 613.61
119	1627	1	1	1	144	144	519.25 613.61,523.15 616.89
120	1870	1	1	1	93	93	515.09 612.78,510.57 609.86
1870	120	1	1	1	93	93	510.57 609.86,515.09 612.78
122	121	45	1	1	339	339	514.08 580.63,507.53 582.13
121	122	45	1	1	339	339	507.53 582.13,514.08 580.63
121	460	43	1	1	96	96	507.53 582.13,496.16 580.63
460	121	43	1	1	96	96	496.16 580.63,507.53 582.13
1697	121	45	1	1	96	96	516.52 585.16,507.53 582.13
121	1697	45	1	1	96	96	507.53 582.13,516.52 585.16
122	431	45	1	1	74	74	514.08 580.63,508.54 567.39
431	122	45	1	1	74	74	508.54 567.39,514.08 580.63
1928	122	45	1	1	109	109	522.04 592.85,514.08 580.63
122	1928	45	1	1	109	109	514.08 580.63,522.04 592.85
126	125	43	1	1	142	142	499.25 566.16,490.67 571.49
125	126	43	1	1	142	142	490.67 571.49,499.25 566.16
125	157	43	1	1	395	395	490.67 571.49,479.44 572.83
157	125	43	1	1	395	395	479.44 572.83,490.67 571.49
460	125	43	1	1	143	143	496.16 580.63,490.67 571.49
125	460	43	1	1	143	143	490.67 571.49,496.16 580.63
125	482	43	1	1	158	158	490.67 571.49,488.32 563.44
482	125	43	1	1	158	158	488.32 563.44,490.67 571.49
431	126	43	1	1	150	150	508.54 567.39,499.25 566.16
126	431	43	1	1	150	150	499.25 566.16,508.54 567.39
126	481	43	1	1	319	319	499.25 566.16,498.31 557.62
481	126	43	1	1	319	319	498.31 557.62,499.25 566.16
128	127	1	1	1	91	91	509.8 606.11,502.92 601.9
127	128	1	1	1	91	91	502.92 601.9,509.8 606.11
483	127	1	1	1	99	99	501.54 606.45,502.92 601.9
127	483	1	1	1	99	99	502.92 601.9,501.54 606.45
127	515	1	1	1	244	244	502.92 601.9,496.12 596.66
515	127	1	1	1	244	244	496.12 596.66,502.92 601.9
447	128	1	1	1	96	96	515.62 609.33,509.8 606.11
128	447	1	1	1	96	96	509.8 606.11,515.62 609.33
1870	128	1	1	1	344	344	510.57 609.86,509.8 606.11
128	1870	1	1	1	344	344	509.8 606.11,510.57 609.86
130	129	22	1	1	108	108	452.0 720.77,452.61 716.06
129	130	22	1	1	108	108	452.61 716.06,452.0 720.77
129	131	22	1	1	128	128	452.61 716.06,450.22 724.77
131	129	22	1	1	128	128	450.22 724.77,452.61 716.06
137	129	22	1	1	152	152	454.93 705.99,452.61 716.06
129	137	22	1	1	152	152	452.61 716.06,454.93 705.99
132	131	22	1	1	317	317	450.35 730.47,450.22 724.77
131	132	22	1	1	317	317	450.22 724.77,450.35 730.47
131	2266	22	1	1	53	53	450.22 724.77,447.1 729.43
2266	131	22	1	1	53	53	447.1 729.43,450.22 724.77
134	133	4	1	1	74	74	512.63 646.7,516.41 649.7
133	134	4	1	1	74	74	516.41 649.7,512.63 646.7
1741	134	4	1	1	184	184	508.02 647.5,512.63 646.7
134	1741	4	1	1	184	184	512.63 646.7,508.02 647.5
134	1899	4	1	1	87	87	512.63 646.7,510.51 641.38
1899	134	4	1	1	87	87	510.51 641.38,512.63 646.7
136	135	4	1	1	175	175	504.53 636.85,499.72 626.79
135	136	4	1	1	175	175	499.72 626.79,504.53 636.85
524	135	4	1	1	290	290	483.96 620.31,499.72 626.79
135	524	4	1	1	290	290	499.72 626.79,483.96 620.31
136	448	4	1	1	81	81	504.53 636.85,505.94 643.81
448	136	4	1	1	81	81	505.94 643.81,504.53 636.85
1899	136	4	1	1	95	95	510.51 641.38,504.53 636.85
136	1899	4	1	1	95	95	504.53 636.85,510.51 641.38
138	137	22	1	1	73	73	454.68 686.67,454.93 705.99
137	138	22	1	1	73	73	454.93 705.99,454.68 686.67
137	1542	0	1	1	269	269	454.93 705.99,460.68 722.91
1542	137	0	1	1	269	269	460.68 722.91,454.93 705.99
1798	137	22	1	1	442	442	445.95 705.43,454.93 705.99
137	1798	22	1	1	442	442	454.93 705.99,445.95 705.43
486	138	22	1	1	14	14	444.49 676.29,454.68 686.67
138	486	22	1	1	14	14	454.68 686.67,444.49 676.29
146	145	11	1	1	1392	1392	468.52 248.28,464.25 237.83
